Fe,Co,Ni,V,Mo,Cr,Cu,Mn,C,W,Ta,Nb,Al,Ti,Si,Ms,logHc,logTc,logER,logElong,logHV,logCost
18,0,82,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0.804139432,2.913813852,1.164947373,1.544068044,2.146778989,1.063333359
17,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.854913022,2.909020854,1.163459552,1.544068044,2.15402815,1.068185862
16,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.942008053,2.904174368,1.159867847,1.544068044,2.161996525,1.072984745
15,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.980003372,2.898725182,1.164352856,1.544068044,2.170613703,1.07773118
14,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0.91,1.077004327,2.893206753,1.159266331,1.544068044,2.179867631,1.082426301
13,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0.89,1.155943018,2.8876173,1.158060794,1.84509804,2.189770956,1.087071206
12,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0.87,1.243286146,2.881384657,1.155336037,1.84509804,2.200303183,1.091666958
11,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0.85,1.315760491,2.875061263,1.149219113,1.84509804,2.211387553,1.096214585
10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0.82,1.392169149,2.868056362,1.123198075,1.84509804,2.223028427,1.100715087
9,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.457124626,2.860936621,1.133219457,1.84509804,2.235225345,1.105169428
8,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0.78,1.513617074,2.85308953,1.121559844,1.84509804,2.247899651,1.109578547
7,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0.76,1.554004321,2.84509804,1.101747074,1.84509804,2.261048643,1.113943352
6,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0.74,1.599773939,2.836324116,1.100370545,1.84509804,2.274619619,1.118264726
5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0.71,1.641176547,2.827369273,1.075546961,1.84509804,2.28860689,1.122543524
4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0.69,1.671635597,2.818225894,1.048830087,1.84509804,2.302979937,1.126780577
3,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0.67,1.700097705,2.808210973,1.024485668,1.84509804,2.31768734,1.130655349
2,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0.64,1.733277534,2.797959644,1.016197354,1.84509804,2.332680789,1.13481437
1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0.62,1.752048448,2.787460475,0.986323777,1.84509804,2.34795417,1.13893394
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.770041554,2.775974331,0.946943271,1.84509804,2,1.1430148
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.65,1.599773939,2.802089258,0.903089987,1.84509804,2.363461549,1.1430148
0,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0.71,1.678973376,2.836324116,1.041392685,0.982271233,2.414388327,1.171726454
0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0.79,1.745855195,2.868056362,1.095169351,0.982271233,2.461078135,1.198657087
0,15,85,0,0,0,0,0,0,0,0,0,0,0,0,0.85,1.803866634,2.898176483,1.123851641,0.982271233,2.501771086,1.223755454
0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0.91,1.900803935,2.925827575,1.1430148,0.982271233,2.535370083,1.247727833
0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0.98,1.979957893,2.950851459,1.149527014,0.982271233,2.56156645,1.270445908
0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,1.04,2.076895194,2.974050903,1.15136985,0.982271233,2.580731153,1.292034436
0,35,65,0,0,0,0,0,0,0,0,0,0,0,0,1.11,2.156064312,2.995196292,1.150142162,0.982271233,2.593784333,1.312388949
0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,1.16,2.223002439,3.014520539,1.147057671,0.982271233,2.601962264,1.332034277
0,45,55,0,0,0,0,0,0,0,0,0,0,0,0,1.21,2.281010629,3.031812271,1.14332713,0.982271233,2.606499598,1.350635608
0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,1.28,2.34795417,3.047274867,1.138302698,1.72427587,2.608322745,1.368658712
0,55,45,0,0,0,0,0,0,0,0,0,0,0,0,1.35,2.41931126,3.061075324,1.13225969,1.72427587,2.607851605,1.385784959
0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,1.41,2.468996809,3.07371835,1.123198075,1.72427587,2.604798253,1.402433346
0,65,35,0,0,0,0,0,0,0,0,0,0,0,0,1.45,2.524045429,3.084933575,1.111598525,1.72427587,2.598166512,1.418301291
0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,1.51,2.572883214,3.09482038,1.090963077,1.72427587,2.586384737,1.433769834
0,75,25,0,0,0,0,0,0,0,0,0,0,0,0,1.55,2.616790486,3.103803721,1.06595298,1.72427587,2.567543916,1.448551739
0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,1.61,2.656663471,3.112269768,1.08350262,1.72427587,2.539678171,1.462847036
0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,1.66,2.700132357,3.120244796,1.120244796,1.72427587,2.501223633,1.476686743
0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,1.71,2.733301612,3.127428778,1.123524981,1.72427587,2.451295083,1.490239485
0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,1.75,2.77001943,3.13481437,1.112605002,1.72427587,2.389998423,1.503245771
0,97,3,0,0,0,0,0,0,0,0,0,0,0,0,1.78,2.798415828,3.137986733,1.104145551,1.556302501,2.362520172,1.508395033
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,2.83021002,3.143951116,1.079543007,0.84509804,2.318543299,1.515873844
49.5,48.5,0,2,0,0,0,0,0,0,0,0,0,0,0,2.25,2.133794301,3.097951071,1.544068044,0.301029996,1.929418926,1.365300749
62.5,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,1.55,1.377852419,2.718501689,1.875061263,1.361727836,2.049218023,0.751279104
52.5,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.104828404,2.85308953,1.653212514,1.255272505,2.06069784,0.844477176
52.5,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.377852419,2.85308953,1.698970004,0.806179974,2.291657396,0.844477176
52.5,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,1.27,1.201943063,2.85308953,1.696705781,0.806179974,2.291657396,0.844477176
19,0,77,0,4,0,0,0,0,0,0,0,0,0,0,0.8,0.378397901,2.828015064,1.740362689,1.204119983,2.08278537,1.120244796
72.4,27,0,0,0,0.6,0,0,0,0,0,0,0,0,0,2.42,1.855034317,3.078456818,1.633468456,0.84509804,2.29473069,0.980911938
72.4,27,0,0,0,0.6,0,0,0,0,0,0,0,0,0,2.17,1.855034317,3.078456818,1.633468456,0.903089987,2.354262145,0.980911938
72.4,27,0,0,0,0.6,0,0,0,0,0,0,0,0,0,2.17,1.855034317,3.078456818,1.633468456,0,2.557507202,0.980911938
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.43,2.10489663,3.094471129,1.278753601,1.176091259,2.193958978,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.634950605,3.094471129,1.278753601,1.146128036,2.30272045,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.634950605,3.094471129,1.278753601,0.77815125,2.505149978,1.368286885
55,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0.599883072,2.872156273,1.698970004,1.544068044,2.097881745,0.822821645
51,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0.378397901,2.898176483,1.672097858,0.806179974,2.27600199,0.85672889
51,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0.900913068,2.898176483,1.672097858,0.806179974,2.27600199,0.85672889
51,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0.599883072,2.898176483,1.672097858,0.806179974,2.27600199,0.85672889
52,0,45,0,3,0,0,0,0,0,0,0,0,0,0,1.45,0.678518379,2.930949031,1.812913357,1.204119983,2.331366552,0.928395852
21.5,0,78.5,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0.012837225,2.930949031,1.204119983,1.544068044,2.111363344,1.045714059
17,0,79,0,4,0,0,0,0,0,0,0,0,0,0,0.79,-0.494850022,2.862131379,1.770852012,1.568201724,2.101472117,1.128399269
16,0,80,0,4,0,0,0,0,0,0,0,0,0,0,0.82,-0.346787486,2.923761961,1.707485012,1.568201724,2.18920949,1.132579848
15,0,80,0,5,0,0,0,0,0,0,0,0,0,0,0.8,-0.301029996,2.923761961,1.634174872,1.568201724,2.18920949,1.149527014
16,0,77,0,0,2,5,0,0,0,0,0,0,0,0,0.77,-0.397940009,2.831229694,1.748188027,1.431363764,2.097881745,1.05422991
41.7,15,38,0,0,0,0,0,0,0,0,3,0.9,1.4,0,1.74,1.870462432,2.904715545,1.493318608,1.146128036,2.567555671,1.15075644
42.62,13,38,0,0,0,0,0,0,0,0,4.7,0.03,1.5,0.15,1.73,1.453012391,2.904715545,1.514282048,1.146128036,2.567555671,1.184407485
42.36,13,38,0,0,0,0,0,0.01,0,0,4.7,0.03,1.5,0.4,1.73,1.363235804,2.904715545,1.508664363,1.176091259,2.555880065,1.184975191
57.9,0,41.6,0,0,0,0,0.5,0,0,0,0,0,0,0,1.77,1.253095586,2.818885415,1.712649702,0.860936621,2.167317335,0.792391689
42.54,14,38,0,0,0,0,0.09,0,0,0,2.9,0.9,1.4,0.17,1.74,0.680335513,2.904715545,1.494293769,1.146128036,2.575187845,1.137986733
41.97,14,37.6,0,0,0,0.1,0.05,0,0,0,4.7,1.5,0,0.08,1.72,0.741151599,2.904715545,1.494015375,1.176091259,2.608526034,1.190611798
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.45,3.68612035,2.797959644,0.945468585,1.84509804,2.363461549,1.1430148
0,15,85,0,0,0,0,0,0,0,0,0,0,0,0,0.64,3.524038932,2.898176483,1.099680641,0.982271233,2.501771086,1.223755454
0,28,72,0,0,0,0,0,0,0,0,0,0,0,0,0.77,3.457092792,2.965201701,1.146438135,0.982271233,2.573857515,1.283527365
0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0.89,3.457092792,3.014520539,1.078819183,0.982271233,2.601962264,1.332034277
0,58,42,0,0,0,0,0,0,0,0,0,0,0,0,1.05,3.554003108,3.068927612,0.890421019,1.72427587,2.606370615,1.395850376
0,64,36,0,0,0,0,0,0,0,0,0,0,0,0,1.18,3.792884544,3.08278537,0.879669206,1.72427587,2.599850335,1.415140352
0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,1.26,3.930173941,3.112269768,1.019946682,1.72427587,2.539678171,1.462847036
0,1.7,98.3,0,0,0,0,0,0,0,0,0,0,0,0,0.62,1.880927865,2.813580989,1.020361283,0.982271233,2.653829738,1.152899596
0,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0.64,1.783832143,2.822821645,0.939519253,0.982271233,2.394399142,1.160468531
0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0.77,2.117867627,2.868056362,1,0.982271233,2.461078135,1.198657087
0,18,82,0,0,0,0,0,0,0,0,0,0,0,0,0.85,2.243583676,2.914871818,0.991226076,0.982271233,2.522822283,1.238297068
0,24,76,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.856547645,2.945960704,1.017033339,0.982271233,2.556917316,1.26599637
0,44,56,0,0,0,0,0,0,0,0,0,0,0,0,1.18,2.427615924,3.028571253,0.934498451,0.982271233,2.605832776,1.347134783
0,59,41,0,0,0,0,0,0,0,0,0,0,0,0,1.22,3.003391591,3.07114529,0.77815125,1.72427587,2.605649759,1.399154334
0,69,31,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.840350787,3.093071306,0.740362689,1.72427587,2.589245675,1.430719888
0,87,13,0,0,0,0,0,0,0,0,0,0,0,0,1.68,2.856118396,3.123198075,0.72427587,1.72427587,2.482644947,1.482158695
0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,1.75,2.883581949,3.13481437,0.77815125,1.72427587,2.389998423,1.503245771
0,2,98,0,0,0,0,0,0,0,0,0,0,0,0,0.63,1.855094951,2.815577748,1.139879086,0.982271233,2.38421,1.154728207
0,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0.64,1.783832143,2.822821645,1.230448921,0.982271233,2.394399142,1.160468531
0,6,94,0,0,0,0,0,0,0,0,0,0,0,0,0.72,1.767452718,2.84260924,1.274157849,0.982271233,2.424129951,1.177247836
0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0.77,2.117867627,2.868056362,1.311753861,0.982271233,2.461078135,1.198657087
0,13,87,0,0,0,0,0,0,0,0,0,0,0,0,0.76,2.404063615,2.886490725,1.301029996,0.982271233,2.486288761,1.214048679
0,15,85,0,0,0,0,0,0,0,0,0,0,0,0,0.74,2.661026649,2.898176483,1.33243846,0.982271233,2.501771086,1.223755454
0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0.98,1.849849196,2.950851459,1.290034611,0.982271233,2.56156645,1.270445908
0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,1.03,2.095831625,2.974050903,1.344392274,0.982271233,2.580731153,1.292034436
0,44,56,0,0,0,0,0,0,0,0,0,0,0,0,1.18,2.427615924,3.028571253,1.225309282,0.982271233,2.605832776,1.347134783
0,47,53,0,0,0,0,0,0,0,0,0,0,0,0,1.23,2.4407517,3.038222638,1.240549248,1.72427587,2.607519358,1.357934847
0,59,41,0,0,0,0,0,0,0,0,0,0,0,0,1.22,3.003391591,3.07114529,1.23299611,1.72427587,2.605649759,1.399154334
0,69,31,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.840350787,3.093071306,1.212187604,1.72427587,2.589245675,1.430719888
0,81,19,0,0,0,0,0,0,0,0,0,0,0,0,1.53,3.061757735,3.113943352,1.178976947,1.72427587,2.532881719,1.465680212
0,88,12,0,0,0,0,0,0,0,0,0,0,0,0,1.69,2.859042177,3.124504225,1.136720567,1.72427587,2.472668704,1.484869033
0,92,8,0,0,0,0,0,0,0,0,0,0,0,0,1.72,2.870848508,3.130655349,1.152288344,1.72427587,2.428102383,1.495405563
0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,1.75,2.883581949,3.13481437,1.149219113,1.72427587,2.389998423,1.503245771
0,96,4,0,0,0,0,0,0,0,0,0,0,0,0,1.74,2.891353443,3.136403448,1.093421685,1.72427587,2.376449205,1.505828034
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2.201205883,2.797959644,0.949390007,1.84509804,2.342422681,1.1430148
0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.913919765,3.112269768,1.301029996,0.982271233,2.451786436,1.247727833
0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,1.01,2.825237818,3.07371835,1.225309282,0.982271233,2.62324929,1.332034277
0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,1.28,2.572720618,3.047274867,1.240549248,1.72427587,2.680335513,1.368658712
0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,1.51,2.761055368,3.09482038,1.212187604,1.72427587,2.57054294,1.433769834
0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,1.66,2.854397143,3.120244796,1.161368002,1.72427587,2.526339277,1.476686743
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2.201205883,2.797959644,0.949390007,1.84509804,2.403120521,1.1430148
0,7,93,0,0,0,0,0,0,0,0,0,0,0,0,0.73,1.860577551,2.849419414,0.973127854,0.982271233,2.498310554,1.182699903
0,27,73,0,0,0,0,0,0,0,0,0,0,0,0,0.84,1.985291719,2.960470778,1.290034611,0.982271233,2.549003262,1.279210513
0,49,51,0,0,0,0,0,0,0,0,0,0,0,0,1.26,2.540854816,3.044147621,1.240549248,1.72427587,2.664641976,1.365113432
0,66,34,0,0,0,0,0,0,0,0,0,0,0,0,1.47,2.957655167,3.087071206,1.212187604,1.72427587,2.575187845,1.42143939
0,81,19,0,0,0,0,0,0,0,0,0,0,0,0,1.53,3.061757735,3.113943352,1.178976947,1.72427587,2.511883361,1.465680212
0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0.77,2.117867627,2.868056362,1.071882007,0.982271233,2.461078135,1.198657087
0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.913919765,2.925827575,1.079181246,0.982271233,2.535370083,1.247727833
0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,1.03,2.095831625,2.974050903,1.056904851,0.982271233,2.580731153,1.292034436
0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.913919765,2.939519253,1.053078443,0.982271233,2.535370083,1.247727833
25,0,75,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0.948412966,2.941014244,1.122870923,1.903089987,2.116275588,1.027757205
3.4,0,92.4,0,0,0,4.2,0,0,0,0,0,0,0,0,0.64,1.463892989,2.818812916,1.158362492,1.84509804,2.345079526,1.117602692
0,0,98.9,0,0,1.1,0,0,0,0,0,0,0,0,0,0.59,1.766338475,2.776701184,1.239549721,1.84509804,2.390263727,1.14176323
0,0,93,0,0,7,0,0,0,0,0,0,0,0,0,0.31,1.427648371,2.509202522,1.810837151,1.84509804,2.41689003,1.134177108
0,0,98.3,0,0,0,0,0,0,0,0,0,0,0,1.7,0.59,1.881612872,2.780317312,1.15715444,0.477121255,2.373757685,1.139879086
0,0,96,0,0,0,0,0,0,0,0,0,0,0,4,0.5,1.777426822,2.698100546,1.126780577,0.477121255,2.406182379,1.135450699
0,0,94,0,0,0,0,0,0,0,0,0,0,0,6,0.41,1.770852012,2.62838893,1.323458367,0.477121255,2.423016375,1.131618664
0,0,90,0,0,0,0,0,0,0,0,0,0,0,10,0.21,1.745855195,2.436162647,1.559906625,0.477121255,2.418218403,1.123198075
0,0,98,0,0,0,0,0,0,0,0,0,2,0,0,0.57,1.91360195,2.750508395,1.118595365,1.84509804,2.418616124,1.139564266
0,0,95.7,0,0,0,0,0,0,0,0,0,4.3,0,0,0.51,1.813514272,2.701567985,1.461948495,1.84509804,2.42375362,1.135132651
0,0,91.7,0,0,0,0,0,0,0,0,0,8.3,0,0,0.39,1.783403281,2.599883072,1.44294987,1.84509804,2.42375362,1.127752516
0,0,99.6,0,0.4,0,0,0,0,0,0,0,0,0,0,0.62,2.10710817,2.790988475,1.191171456,1.84509804,2.345608951,1.148294097
0,0,97,0,3,0,0,0,0,0,0,0,0,0,0,0.47,1.812445403,2.665580991,1.452093249,1.568201724,2.157396319,1.180699201
0,0,95,0,5,0,0,0,0,0,0,0,0,0,0,0.36,1.123524981,2.559906625,1.645127399,1.568201724,2.187182178,1.203576775
0,0,93.3,0,6.7,0,0,0,0,0,0,0,0,0,0,0.27,1.101059355,2.348304863,1.777136713,1.568201724,2.334453751,1.221414238
92.3,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,2.19,1.330616667,3.014100322,1.276921132,0.477121255,2.372249014,-0.318758763
93.6,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,1.98,2.091631791,3.050379756,1.618884485,1.602059991,2.342165976,-0.017728767
0,0,98.7,1.3,0,0,0,0,0,0,0,0,0,0,0,0.57,1.99839013,2.758154622,1.279438788,0.579783597,2.596212107,1.253822439
0,0,96.6,3.4,0,0,0,0,0,0,0,0,0,0,0,0.42,1.973820324,2.674861141,1.415474168,0.579783597,2.808487807,1.388988785
0,0,93,7,0,0,0,0,0,0,0,0,0,0,0,0.21,2.019033164,2.436162647,1.60948769,0.579783597,2.665843552,1.553883027
0,0,97.7,0,0,0,0,2.3,0,0,0,0,0,0,0,0.68,1.834547858,2.787460475,1.1775365,1.84509804,2.42375362,1.13481437
0,0,93.6,0,0,0,0,6.4,0,0,0,0,0,0,0,0.76,1.744214725,2.758154622,1.295127085,1.84509804,2.42375362,1.119585775
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.64,2.201205883,2.797959644,1.088844563,1.84509804,2.363461549,1.1430148
0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0.77,2.117867627,2.880813592,1.214313897,0.982271233,2.461078135,1.198657087
0,19,81,0,0,0,0,0,0,0,0,0,0,0,0,0.88,2.081239261,2.936513742,1.226599905,0.982271233,2.529237805,1.243038049
0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0.98,1.849849196,2.95616843,1.238046103,0.982271233,2.56156645,1.270445908
0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,1.01,2.095831625,2.977723605,1.140193679,0.982271233,2.580731153,1.292034436
0,31,69,0,0,0,0,0,0,0,0,0,0,0,0,1.04,2.120080134,2.976349979,1.146128036,0.982271233,2.58379934,1.296226287
0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,1.14,2.825237818,3.017867719,1.215373153,0.982271233,2.601962264,1.332034277
0,48,52,0,0,0,0,0,0,0,0,0,0,0,0,1.24,2.491305652,3.04453976,1.245759356,1.72427587,2.607873031,1.361538971
0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,1.26,2.572720618,3.049992857,1.249198357,1.72427587,2.608322745,1.368658712
0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,1.39,2.685831275,3.077004327,1.243534102,1.72427587,2.604798253,1.402433346
0,66,34,0,0,0,0,0,0,0,0,0,0,0,0,1.47,2.957655167,3.092720645,1.240549248,1.72427587,2.596278129,1.42143939
0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,1.51,2.761055368,3.097604329,1.232742063,1.72427587,2.586384737,1.433769834
0,72,28,0,0,0,0,0,0,0,0,0,0,0,0,1.52,2.78335322,3.100715087,1.226599905,1.72427587,2.579806454,1.43964843
0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,1.6,3.105772385,3.113609151,1.190611798,1.72427587,2.539678171,1.462847036
0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,1.65,2.854397143,3.120902818,1.171433901,1.72427587,2.501223633,1.476686743
0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,1.69,2.86303125,3.126131407,1.14082218,1.72427587,2.451295083,1.490239485
0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,1.75,2.883581949,3.13225969,1.124504225,1.72427587,2.389998423,1.503245771
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,3.200626182,3.139879086,0.953276337,0.84509804,2.318543299,1.515873844
68.6,29.4,0,2,0,0,0,0,0,0,0,0,0,0,0,2.35,3.26245109,3.0923697,1.419790586,0.544068044,2.54595004,1.230193379
68.6,29.4,0,2,0,0,0,0,0,0,0,0,0,0,0,2.34,2.880813592,3.0923697,1.419790586,1.053078443,2.207822799,1.230193379
58.8,39.2,0,2,0,0,0,0,0,0,0,0,0,0,0,2.31,3.361727836,3.096214585,1.471731651,0.698970004,2.587823171,1.304921162
58.8,39.2,0,2,0,0,0,0,0,0,0,0,0,0,0,2.31,3.113943352,3.096214585,1.471731651,0.602059991,2.517697225,1.304921162
39.2,58.8,0,2,0,0,0,0,0,0,0,0,0,0,0,2.15,3.322219295,3.096214585,1.381295623,0.602059991,2.66395521,1.422753941
39.2,58.8,0,2,0,0,0,0,0,0,0,0,0,0,0,2.21,3.255272505,3.096214585,1.382017043,0.929418926,2.549395667,1.422753941
29.4,68.6,0,2,0,0,0,0,0,0,0,0,0,0,0,2.04,3.230448921,3.0923697,1.378761175,0,2.629144456,1.470851325
29.4,68.6,0,2,0,0,0,0,0,0,0,0,0,0,0,1.94,3.301029996,3.0923697,1.379668034,0.579783597,2.357496522,1.470851325
30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,3,3.070407322,1.11058971,0.602059991,2.472112573,1.370142847
30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,2.69019608,3.070407322,1.110252917,1.176091259,2.215320251,1.370142847
49.75,49.75,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2.33,2.748188027,3.091666958,0.85672889,-0.301029996,1.964872209,1.231214648
49.75,49.75,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2.34,2.681241237,3.091666958,0.85672889,0.740362689,1.990693961,1.231214648
49.75,49.75,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2.37,3,3.091666958,0.85672889,0.477121255,1.809492377,1.231214648
49.75,49.75,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2.36,3,3.091666958,0.85672889,1.176091259,2.392485909,1.231214648
49.75,49.75,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2.37,2.913813852,3.091666958,0.856124444,0.079181246,2.048169799,1.231214648
49,49,0,0,0,0,0,0,2,0,0,0,0,0,0,2.37,3.397940009,3.0923697,0.868056362,0.954242509,2.517697225,1.229937686
49,49,0,0,0,0,0,0,2,0,0,0,0,0,0,2.37,3.176091259,3.0923697,0.868056362,0.954242509,2.584986695,1.229937686
49,49,0,0,0,0,0,0,2,0,0,0,0,0,0,2.36,2.963787827,3.0923697,0.868056362,1.079181246,2.416041067,1.229937686
49,49,0,0,0,0,0,0,2,0,0,0,0,0,0,2.34,3,3.0923697,0.868056362,1.190331698,2.397383756,1.229937686
49,49,0,0,0,0,0,0,2,0,0,0,0,0,0,2.37,2.819543936,3.0923697,0.868056362,0.954242509,2.263896331,1.229937686
49.75,49.75,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2.35,3.447158031,3.091666958,1.015359755,0.77815125,2.597146488,1.230704314
49.75,49.75,0,0,0.5,0,0,0,0,0,0,0,0,0,0,2.33,3.301029996,3.091666958,0.891537458,0.939519253,2.671783574,1.236537261
49.75,49.75,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2.33,3.361727836,3.091666958,0.846337112,0.84509804,2.681756656,1.239049093
49.75,49.75,0,0,0,0,0,0,0,0,0.5,0,0,0,0,2.33,3.322219295,3.091666958,0.846337112,0,2.66395521,1.333245699
49.75,49.75,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2.33,3.342422681,3.091666958,1.065579715,0.763427994,2.629144456,1.243038049
49,49,0,0,0,2,0,0,0,0,0,0,0,0,0,2.29,3.380211242,3.0923697,1.129367596,0.230448921,2.559248104,1.228143608
49,49,0,0,0,0,0,0,0,2,0,0,0,0,0,2.21,3.301029996,3.0923697,0.857935265,0.230448921,2.730911415,1.259354927
49,49,0,0,0,0,0,0,0,0,2,0,0,0,0,2.24,3.447158031,3.0923697,0.857935265,0,2.770940334,1.537315273
49,49,0,0,0,0,0,0,0,0,0,2,0,0,0,2.16,3.51851394,3.0923697,1.068185862,0.748188027,2.701032342,1.275311355
49,49,2,0,0,0,0,0,0,0,0,0,0,0,0,2.34,3.380211242,3.0923697,0.87909588,0.51851394,2.66395521,1.229937686
49,49,0,0,0,0,0,0,0,2,0,0,0,0,0,2.16,3.397940009,3.0923697,0.857935265,0.748188027,2.620490012,1.259354927
49,49,0,0,0,0,0,0,0,2,0,0,0,0,0,2.24,3.342422681,3.0923697,0.857935265,0.949390007,2.796282856,1.259354927
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.22,3.462397998,3.094471129,1.450710878,0.748188027,2.605972678,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.25,3.301029996,3.094471129,1.451632947,0.826074803,2.628858736,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.23,3.301029996,3.094471129,1.452399846,0.643452676,2.575395702,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.27,3.278753601,3.094471129,1.452399846,0.919078092,2.628858736,1.368286885
