Fe,Co,Ni,V,Mo,Cr,Cu,Mn,C,W,Ta,Nb,Al,Ti,Si,Ms,logHc,logTc,logER,logElong,logHV,logCost
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.24,3.301029996,3.094471129,1.45331834,0,2.513976286,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.24,2.397940009,3.094471129,1.454082271,0.954242509,2.341117839,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.634950605,3.094471129,1.455758203,1.06069784,2.446739045,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.634950605,3.094471129,1.457427693,0.698970004,2.288495152,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.634950605,3.094471129,1.460446784,0.84509804,2.31825121,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.27,2.73239376,3.094471129,1.461348434,0.77815125,2.236411288,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.634950605,3.094471129,1.461348434,0.342422681,2.578616291,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.24,2.397940009,3.094471129,1.461348434,0.929418926,2.356962311,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.634950605,3.094471129,1.463892989,1,2.377397327,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.634950605,3.094471129,1.46478752,0.698970004,2.31825121,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.634950605,3.094471129,1.465531557,0.698970004,2.27636988,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.29,2.832508913,3.094471129,1.465977368,0.544068044,2.215320251,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.634950605,3.094471129,1.466719372,0.447158031,2.594060901,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.24,2.380211242,3.094471129,1.467312063,1,2.397383756,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.25,2.462397998,3.094471129,1.469822016,1.041392685,2.424832653,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.634950605,3.094471129,1.469822016,0.77815125,2.306939442,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.634950605,3.094471129,1.471438407,0.698970004,2.26983971,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.3,2.51851394,3.094471129,1.472317546,0.698970004,2.229246562,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.25,2.77815125,3.094471129,1.473632927,0.544068044,2.168968647,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.634950605,3.094471129,1.475380593,1.079181246,2.31825121,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.634950605,3.094471129,1.476976466,1.130333768,2.351564415,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.15,3.414973348,3.094471129,1.478710756,0.866287339,2.339272519,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.24,2.568201724,3.094471129,1.47957531,0.866287339,2.339272519,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.27,3.255272505,3.094471129,1.482158695,0.866287339,2.339272519,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.29,2.431363764,3.094471129,1.48301642,0.866287339,2.339272519,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.28,2.462397998,3.094471129,1.485437481,0.866287339,2.339272519,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.31,2.447158031,3.094471129,1.485437481,0.866287339,2.339272519,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.21,3.113943352,3.094471129,1.485437481,0.866287339,2.339272519,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.23,3.230448921,3.094471129,1.487986331,0.866287339,2.339272519,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.12,2.963787827,3.094471129,1.488409689,0.866287339,2.339272519,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.28,3.176091259,3.094471129,1.490941205,0.866287339,2.339272519,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.23,2.77815125,3.094471129,1.491781776,0.866287339,2.339272519,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.22,2.880813592,3.094471129,1.495127881,0.866287339,2.339272519,1.368286885
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,1.595496222,3.01745073,1.016197354,1.602059991,2.021023822,-0.37675071
97.15,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,2.068853494,3.033021445,1.171141151,1.602059991,2.015108161,0.146128036
95.25,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,2.219139002,3.038620162,1.230193379,1.602059991,2.015569306,0.309630167
94.3,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,2.286591183,3.043362278,1.253095586,1.602059991,2.017158598,0.374748346
91.1,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,2.419377405,3.050766311,1.306853749,1.602059991,2.028896445,0.537819095
90.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,2.446459497,3.05804623,1.31386722,1.602059991,2.032215703,0.562292864
84.7,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,2.560468571,3.080265627,1.344785123,1.602059991,2.080301727,0.748962861
60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,2.863626165,3.079181246,0.948901761,0.650307523,2.403823749,1.139564266
4.5,0,95.5,0,0,0,0,0,0,0,0,0,0,0,0,0.69,1.648945182,2.834420704,1.218535505,1.84509804,2.295742981,1.124504225
19,0,81,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0.950851459,2.921166051,1.208441356,1.544068044,2.140225125,1.058426024
23,0,77,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0.940516485,2.942504106,1.171141151,1.903089987,2.121264305,1.038222638
50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1.188365926,2.895422546,1.071882007,0.806179974,2.26550177,0.865103975
20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0.938019097,2.924279286,1.20790353,1.544068044,2.134368385,1.053462605
19.5,0,78,0,0,0,0,2.5,0,0,0,0,0,0,0,1.15,1.153509989,2.920123326,1.198106999,1.903089987,2.42375362,1.044931546
19,0,76,0,0,0,0,5,0,0,0,0,0,0,0,1.15,1.157758886,2.895422546,1.194791758,1.903089987,2.42375362,1.035829825
18.5,0,74,0,0,0,0,7.5,0,0,0,0,0,0,0,1.13,1.159567193,2.876217841,1.199206479,1.903089987,2.42375362,1.026533265
18,0,72,0,0,0,0,10,0,0,0,0,0,0,0,1.07,1.182414652,2.827369273,1.197004728,1.903089987,2.42375362,1.01745073
40,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1.57,1.294686624,2.944482672,1.145507171,0.740362689,2.168998077,0.938019097
39,0,58.5,0,0,0,0,2.5,0,0,0,0,0,0,0,1.49,1.464042205,2.930439595,1.142702246,0.740362689,2.42375362,0.92992956
38,0,57,0,0,0,0,5,0,0,0,0,0,0,0,1.42,1.430236353,2.896526217,1.137037455,0.740362689,2.42375362,0.921166051
37,0,55.5,0,0,0,0,7.5,0,0,0,0,0,0,0,1.32,1.423409728,2.851258349,1.135768515,0.740362689,2.42375362,0.912753304
36,0,54,0,0,0,0,10,0,0,0,0,0,0,0,1.2,1.411619706,2.806179974,1.130976692,0.740362689,2.42375362,0.903632516
60,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.562530769,2.811575006,1.296226287,0.860936621,2.362388217,0.776701184
58.5,0,39,0,0,0,0,2.5,0,0,0,0,0,0,0,1.7,1.205745541,2.783903579,1.29710365,0.860936621,2.42375362,0.769377326
57,0,38,0,0,0,0,5,0,0,0,0,0,0,0,1.54,1.102433706,2.738780558,1.29380436,1.086359831,2.42375362,0.761927838
55.5,0,37,0,0,0,0,7.5,0,0,0,0,0,0,0,1.32,1.024485668,2.693726949,1.295127085,1.086359831,2.42375362,0.753583059
54,0,36,0,0,0,0,10,0,0,0,0,0,0,0,1.03,1.02325246,2.597695186,1.274388796,1.84509804,2.42375362,0.745855195
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1.595496222,3.018284308,1.004321374,1.602059991,2.021023822,-0.37675071
98.4,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,2.22,2.135736744,3.01745073,1.086359831,1.602059991,2.057818194,-0.187086643
97,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2.24,2.313339844,3.016197354,1.137986733,1.602059991,2.089304452,-0.070581074
95.4,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,2.25,2.464280845,3.014100322,1.204662512,0.875061263,2.124341171,0.029383778
93.6,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,2.27,2.570204245,3.009875634,1.246005904,0.875061263,2.162205831,0.123851641
90.3,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,2.27,2.702998883,3.007747778,1.291590826,0.875061263,2.226471015,0.252853031
90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2.26,2.714052997,3.007747778,1.295127085,0.875061263,2.231953569,0.26245109
88,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2.28,2.775705087,2.996949248,1.301680949,0.875061263,2.266584447,0.324282455
81,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2.23,2.85717564,2.969881644,1.307709923,0.875061263,2.360100909,0.489958479
76,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2.18,2.806071387,2.945960704,1.282622113,0.875061263,2.397557661,0.5774918
69,0,31,0,0,0,0,0,0,0,0,0,0,0,0,2.03,1.388278863,2.888179494,1.316808752,1.096910013,2.40849436,0.67669361
68,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1.94,1.393048466,2.888179494,1.307709923,1.096910013,2.406369835,0.688419822
69,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1.26,1.388278863,2.571708832,1.314077992,1.096910013,2.40849436,0.67669361
68,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1.62,1.393048466,2.632457292,1.305351369,1.096910013,2.406369835,0.688419822
65,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1.78,1.406199424,2.699837726,1.298197867,1.096910013,2.395116623,0.723455672
64,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1.84,1.404662701,2.718501689,1.2955671,1.096910013,2.389856861,0.73479983
59,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1.87,1.501196242,2.79518459,1.226599905,0.860936621,2.354127655,0.78604121
50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1.73,1.188365926,2.894316063,0.973127854,0.806179974,2.26550177,0.865103975
40,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1.53,1.294686624,2.936513742,1.113609151,0.740362689,2.168998077,0.938019097
20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0.938019097,2.925827575,1.206286044,1.544068044,2.134368385,1.053462605
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.65,2.201205883,2.80140371,1.104487111,1.84509804,2.363461549,1.1430148
21.35,70.43,8.22,0,0,0,0,0,0,0,0,0,0,0,0,1.95,3.108155566,3.126835712,1.140193679,1.643452676,2.32805325,1.391111614
27.36,62.37,10.27,0,0,0,0,0,0,0,0,0,0,0,0,2.06,3.223155745,3.037426498,1.080626487,0.889301703,2.424881637,1.34869419
35.94,50.08,13.98,0,0,0,0,0,0,0,0,0,0,0,0,2.03,3.262339535,3.013258665,0.933487288,1.181843588,2.565930421,1.2757719
42.72,40.45,16.83,0,0,0,0,0,0,0,0,0,0,0,0,2.05,3.26620817,3.014520539,1.010299957,1.181843588,2.631464063,1.20790353
50.34,31.26,18.4,0,0,0,0,0,0,0,0,0,0,0,0,2.07,3.136688866,3.013679697,1.101403351,1.84509804,2.643955772,1.126131407
57.62,20.94,21.44,0,0,0,0,0,0,0,0,0,0,0,0,2.23,2.692573748,2.997823081,1.179264464,0.875061263,2.595507244,1.016615548
66.42,11.26,22.32,0,0,0,0,0,0,0,0,0,0,0,0,2.13,2.647568777,2.959041392,1.333850145,0.875061263,2.507343048,0.863917377
21.35,70.43,8.22,0,0,0,0,0,0,0,0,0,0,0,0,1.98,3.108155566,3.126835712,1.127428778,1.643452676,2.32805325,1.391111614
27.36,62.37,10.27,0,0,0,0,0,0,0,0,0,0,0,0,2.01,3.223155745,3.037426498,1.029789471,0.889301703,2.424881637,1.34869419
35.94,50.08,13.98,0,0,0,0,0,0,0,0,0,0,0,0,2.04,3.262339535,3.003891166,0.932980822,1.181843588,2.565930421,1.2757719
42.72,40.45,16.83,0,0,0,0,0,0,0,0,0,0,0,0,2.19,3.26620817,3.01494035,0.942999593,1.181843588,2.631464063,1.20790353
50.34,31.26,18.4,0,0,0,0,0,0,0,0,0,0,0,0,2.08,3.136688866,3.008600172,1.057666104,1.84509804,2.643955772,1.126131407
57.62,20.94,21.44,0,0,0,0,0,0,0,0,0,0,0,0,2.16,2.692573748,2.980003372,1.241546481,0.875061263,2.595507244,1.016615548
66.42,11.26,22.32,0,0,0,0,0,0,0,0,0,0,0,0,2.18,2.647568777,2.951823035,1.525951341,0.875061263,2.507343048,0.863917377
21.35,70.43,8.22,0,0,0,0,0,0,0,0,0,0,0,0,1.87,3.108155566,3.126835712,1.027757205,1.643452676,2.32805325,1.391111614
27.36,62.37,10.27,0,0,0,0,0,0,0,0,0,0,0,0,2.02,3.223155745,3.037426498,1.097951071,0.889301703,2.424881637,1.34869419
35.94,50.08,13.98,0,0,0,0,0,0,0,0,0,0,0,0,1.98,3.262339535,3.009450896,1.245512668,1.181843588,2.565930421,1.2757719
42.72,40.45,16.83,0,0,0,0,0,0,0,0,0,0,0,0,2.05,3.26620817,3.012837225,1.039810554,1.181843588,2.631464063,1.20790353
50.34,31.26,18.4,0,0,0,0,0,0,0,0,0,0,0,0,2.12,3.136688866,3.018700499,2.081239261,1.84509804,2.643955772,1.126131407
57.62,20.94,21.44,0,0,0,0,0,0,0,0,0,0,0,0,2.1,2.692573748,2.985426474,1.178976947,0.875061263,2.595507244,1.016615548
66.42,11.26,22.32,0,0,0,0,0,0,0,0,0,0,0,0,2.12,2.647568777,2.960470778,1.355259906,0.875061263,2.507343048,0.863917377
0,65,35,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3.428419909,3.084933575,1.414973348,1.72427587,2.598166512,1.418301291
10,50,40,0,0,0,0,0,0,0,0,0,0,0,0,1.38,2.88305925,3.057506352,1.397940009,1.698970004,2.428037553,1.344981414
5,60,35,0,0,0,0,0,0,0,0,0,0,0,0,1.43,3.419304645,3.083359265,1.380211242,1.72427587,2.50134687,1.391640703
10,60,30,0,0,0,0,0,0,0,0,0,0,0,0,1.68,2.64897442,3.087774321,1.372912003,1.698970004,2.443106457,1.380753771
5,70,25,0,0,0,0,0,0,0,0,0,0,0,0,1.69,2.900787563,3.100494612,1.31386722,1.72427587,2.482902155,1.423900919
20,50,30,0,0,0,0,0,0,0,0,0,0,0,0,1.86,2.392151545,3.05231295,1.40654018,1.643452676,2.427518566,1.319730494
15,60,25,0,0,0,0,0,0,0,0,0,0,0,0,1.85,2.513577143,3.092285431,1.359835482,1.643452676,2.423393345,1.369401414
10,70,20,0,0,0,0,0,0,0,0,0,0,0,0,1.85,2.781604602,3.104777227,1.392696953,1.698970004,2.415006754,1.413802517
30,40,30,0,0,0,0,0,0,0,0,0,0,0,0,2.08,2.994211536,3.017254606,1.305351369,0.889301703,2.48234468,1.247727833
20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,1.78,2.544241727,3.093271057,1.271841607,1.643452676,2.429962111,1.357744325
10,80,10,0,0,0,0,0,0,0,0,0,0,0,0,1.79,2.855034317,3.116597783,1.334453751,1.698970004,2.321639849,1.444357126
35,40,25,0,0,0,0,0,0,0,0,0,0,0,0,1.86,2.892016645,3.012377388,1.212187604,0.740362689,2.554319528,1.231724383
30,50,20,0,0,0,0,0,0,0,0,0,0,0,0,2.34,2.942181736,3.028355679,1.294466226,0.889301703,2.522522478,1.292477594
25,60,15,0,0,0,0,0,0,0,0,0,0,0,0,2.1,3.07397482,3.080088697,1.222716471,1.643452676,2.446521634,1.345569756
20,70,10,0,0,0,0,0,0,0,0,0,0,0,0,2.06,3.12089953,3.136146412,1.155336037,1.643452676,2.342817315,1.39252109
15,80,5,0,0,0,0,0,0,0,0,0,0,0,0,1.99,3.262517534,3.10687394,1.204119983,1.643452676,2.23724204,1.434728542
45,30,25,0,0,0,0,0,0,0,0,0,0,0,0,2.19,3.428419909,2.992633035,1.217483944,0.740362689,2.603490804,1.140508043
40,40,20,0,0,0,0,0,0,0,0,0,0,0,0,2.17,3.489622439,3.01416338,1.247973266,0.740362689,2.612391755,1.215108581
35,50,15,0,0,0,0,0,0,0,0,0,0,0,0,2.15,3.521966638,3.012166291,1.181843588,1.181843588,2.561911946,1.278296208
30,60,10,0,0,0,0,0,0,0,0,0,0,0,0,2.21,3.530199698,3.102910276,1.130333768,0.889301703,2.454890573,1.33304403
40,50,10,0,0,0,0,0,0,0,0,0,0,0,0,2.12,3.584737055,3.066173057,1.096910013,1.181843588,2.570974685,1.263399331
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,1.84509804,3.018700499,0.986771734,1.602059991,2.021023822,-0.37675071
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.4,1.602059991,3.094471129,1.602059991,0.866287339,2.339272519,1.368286885
50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.903089987,2.904715545,0.84509804,0.806179974,2.26550177,0.865103975
16.5,0,77,0,0,1.5,5,0,0,0,0,0,0,0,0,0.6,0.602059991,2.831229694,1.748188027,1.431363764,2.140067869,1.0523091
15,0,80,0,5,0,0,0,0,0,0,0,0,0,0,0.8,-0.301029996,2.923761961,1.173186268,1.568201724,2.16823223,1.149527014
65,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,2.207580515,3.08278537,0.903089987,0.650307523,2.350674348,1.084933575
20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0.938019097,2.925827575,1.204119983,1.544068044,2.134368385,1.053462605
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,3.200626182,3.143951116,0.79518459,0.84509804,2.318543299,1.515873844
64.5,35,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2.46,3.046916378,3.095518042,1.170848204,0.650307523,2.404816618,1.086359831
64.5,35,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2.46,3.307331274,3.095518042,1.170555059,0.650307523,2.404816618,1.086359831
64.5,35,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2.46,3.40594027,3.095518042,1.169968174,0.650307523,2.404816618,1.086359831
64.5,35,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2.46,3.513574481,3.095518042,1.169380495,0.650307523,2.404816618,1.086359831
64.5,35,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2.46,3.625066418,3.095518042,1.16790781,0.650307523,2.404816618,1.086359831
64.5,35,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2.46,3.629143436,3.095518042,1.361727836,0.650307523,2.404816618,1.086359831
64.5,35,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2.46,3.582031529,3.095518042,1.167021796,0.650307523,2.404816618,1.086359831
64.5,35,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2.46,3.392151545,3.095518042,1.166430114,0.650307523,2.404816618,1.086359831
64.5,35,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2.46,3.289956654,3.095518042,1.16613397,0.650307523,2.404816618,1.086359831
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,1.900803935,3.018700499,1.041392685,1.602059991,2.021023822,-0.37675071
21.5,0,78.5,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.599883072,2.930949031,1.204119983,1.544068044,2.126975139,1.045714059
55,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1.67,1.377852419,2.882547305,1.653212514,1.84509804,2.317080886,0.822821645
17.7,0,78.5,0,0,3.8,0,0,0,0,0,0,0,0,0,0.91,0.599883072,2.876235166,1.812913357,1.544068044,2.413785768,1.058805487
17.7,0,78.5,0,3.8,0,0,0,0,0,0,0,0,0,0,0.83,0.599883072,2.876944906,1.740362689,1.204119983,2.094750552,1.122870923
30,25,45,0,0,0,0,0,0,0,0,0,0,0,0,1.56,1.979957893,2.976725869,1.278753601,0.889301703,2.32492005,1.170555059
23,25,45,0,7,0,0,0,0,0,0,0,0,0,0,1.42,1.713742478,2.941779678,1.903089987,1.204119983,2.377178713,1.267875419
50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.900803935,3.09131516,0.77815125,0.811575006,2.441632304,1.231724383
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,0.378397901,3.018700499,1.041392685,1.602059991,2.021023822,-0.37675071
55,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0.06069784,2.871572936,1.057666104,1.84509804,2.317080886,0.822821645
35,0,65,0,0,0,0,0,0,0,0,0,0,0,0,1.38,-0.022276395,2.945960704,1.114610984,0.740362689,2.135259899,0.969881644
21.5,0,78.5,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.086359831,2.930439595,1.189770956,1.544068044,2.126975139,1.045714059
17.7,0,78.5,0,3.8,0,0,0,0,0,0,0,0,0,0,0.83,0.614897216,2.930439595,1.740362689,1.204119983,2.094750552,1.122870923
50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.201943063,3.09131516,0.783903579,0.811575006,2.441632304,1.231724383
50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.628909771,3.09131516,0.783903579,0.811575006,2.441632304,1.231724383
30,25,45,0,0,0,0,0,0,0,0,0,0,0,0,1.56,-0.327902142,2.976725869,1.2757719,0.889301703,2.32492005,1.170555059
73,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,1.500648063,3.090258053,1.266466895,0.84509804,2.238422496,0.978180517
65,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,1.282848603,3.095518042,0.899273187,0.650307523,2.350674348,1.084933575
57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,1.277379975,3.095518042,0.871572936,0.748188027,2.425713509,1.169380495
57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,1.882182888,3.095518042,0.873320602,0.748188027,2.425713509,1.169380495
49.5,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,2.783453337,3.090963077,0.794488047,0.811575006,2.440783181,1.23578087
48.93,50.88,0,0,0,0,0,0,0,0,0,0,0,0.19,0,2.37,2.850235636,3.090963077,0.802773725,0.811575006,2.440105839,1.239299479
48.83,50.78,0,0,0,0,0,0,0,0,0,0,0,0.39,0,2.37,2.850082328,3.090963077,0.804820679,0.811575006,2.441097865,1.239049093
48.56,50.51,0,0,0,0,0,0,0,0,0,0,0,0.93,0,2.34,2.854609638,3.090963077,0.805500858,0.811575006,2.444965523,1.238547888
48.92,49.41,0,0,0,0,0,0,0,0,0,0,0,1.67,0,2.29,2.89164337,3.092018471,0.80685803,0.811575006,2.445199296,1.231724383
47.94,49.86,0,0,0,0,0,0,0,0,0,0,0,2.2,0,2.27,2.922055599,3.091666958,0.812913357,0.811575006,2.437607888,1.237040791
47.7,49.6,0,0,0,0,0,0,0,0,0,0,0,2.7,0,2.25,2.970834835,3.091666958,0.8162413,0.811575006,2.430494305,1.236285277
48.9,50.85,0,0.25,0,0,0,0,0,0,0,0,0,0,0,2.37,2.835994788,3.090963077,0.930439595,0.811575006,2.466289164,1.258876629
48.54,50.96,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2.34,2.852937226,3.090610708,1.020775488,0.811575006,2.481198897,1.278982117
49.51,49.01,0,1.48,0,0,0,0,0,0,0,0,0,0,0,2.29,2.746447365,3.0923697,1.420615771,0.866287339,2.425550523,1.33485569
48.05,49.97,0,1.98,0,0,0,0,0,0,0,0,0,0,0,2.27,2.708922047,3.091666958,1.581835924,0.866287339,2.347856705,1.372727941
47.53,49.44,0,3.03,0,0,0,0,0,0,0,0,0,0,0,2.2,2.87914751,3.092018471,1.592842683,0.866287339,2.130301597,1.42975228
47.03,48.91,0,4.06,0,0,0,0,0,0,0,0,0,0,0,2.15,3.063513496,3.0923697,1.601734148,0.866287339,1.979047327,1.479431337
49.88,49.88,0,0,0,0.24,0,0,0,0,0,0,0,0,0,2.36,2.986646353,3.091666958,0.890979597,0.811575006,2.461408477,1.231214648
49.74,49.75,0,0,0,0.51,0,0,0,0,0,0,0,0,0,2.35,3.267472109,3.091666958,0.985875357,0.811575006,2.4842856,1.230704314
49.78,49.29,0,0,0,0.93,0,0,0,0,0,0,0,0,0,2.33,2.888078353,3.092018471,1.055760465,0.811575006,2.51644282,1.227886705
49.54,49.04,0,0,0,1.42,0,0,0,0,0,0,0,0,0,2.28,2.896134735,3.092018471,1.086715664,0.230448921,2.538963117,1.227115083
48.79,49.28,0,0,0,1.93,0,0,0,0,0,0,0,0,0,2.22,2.914649859,3.092018471,1.108226656,0.230448921,2.53954027,1.230193379
49.78,49.29,0,0,0,0,0,0.93,0,0,0,0,0,0,0,2.38,-0.443697499,3.092018471,0.92890769,0.811575006,2.42375362,1.226084116
49.58,49.09,0,0,0,0,0,1.33,0,0,0,0,0,0,0,2.39,-0.522878745,3.092018471,0.932473765,0.748188027,2.42375362,1.224533063
49.36,48.87,0,0,0,0,0,1.77,0,0,0,0,0,0,0,2.4,-0.552841969,3.0923697,0.935003151,0.748188027,2.42375362,1.22297645
48.71,48.71,0,0,0,0,0,2.58,0,0,0,0,0,0,0,2.41,-0.508638306,3.0923697,0.936010796,0.748188027,2.42375362,1.2219356
49.65,49.15,1.2,0,0,0,0,0,0,0,0,0,0,0,0,2.38,2.970370125,3.092018471,0.843855423,0.51851394,2.471042214,1.228656958
49.4,48.9,1.7,0,0,0,0,0,0,0,0,0,0,0,0,2.39,3.023050703,3.0923697,0.858537198,0.51851394,2.482430492,1.228143608
49.41,48.43,2.16,0,0,0,0,0,0,0,0,0,0,0,0,2.39,3.025805426,3.092720645,0.882524538,0.51851394,2.492955847,1.225825991
48.06,47.58,4.36,0,0,0,0,0,0,0,0,0,0,0,0,2.41,3.130517099,3.093071306,0.927370363,1.84509804,2.535496659,1.226084116
48.46,50.4,0,0,0,0,1.14,0,0,0,0,0,0,0,0,2.35,2.845110448,3.09131516,0.828659897,0.544068044,2.412242085,1.236033147
49.46,48.47,0,0,0,0,2.07,0,0,0,0,0,0,0,0,2.33,2.831716241,3.092720645,0.839478047,0.544068044,2.390952761,1.220892249
47.05,49.41,0,0,0,0,3.54,0,0,0,0,0,0,0,0,2.3,3.001179677,3.092018471,0.876217841,0.544068044,2.391570195,1.230448921
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,3.223010236,3.094471129,1.600864036,0.913813852,2.575187845,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,3.186348802,3.094471129,1.60075515,0.866287339,2.339272519,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.16,3.146301719,3.094471129,1.601516784,1.071882007,2.557507202,1.368286885
