Fe,Co,Ni,V,Mo,Cr,Cu,Mn,C,W,Ta,Nb,Al,Ti,Si,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,Ms,logHc,logTc,logER,logElong,logHV,logCost
40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.405147914514693,0.02399399999999996,0.0,1.0,-0.005595418999514958,57.697917,5769.7917,0.0,0.01655060637015655,0.04079999999999998,8.6,0.96,4.346,13.0,0.0,0.0,13.0,0.0,78.46,0.031843991048162636,1.2239999999999986,-0.000496125722253396,2.3,3.348024331,3.082066934,0.768638101,0.811575006,2.379341783,1.306853749
39.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.427984974754908,0.02399399999999996,0.0,1.0,-0.005559971594085944,57.72879895,5772.879895,0.0,0.016472473351242425,0.040442999999999986,8.61,0.9516,4.3471,13.0,0.0,0.0,13.0,0.0,78.40899999999999,0.03172498913701825,1.2132899999999986,-0.0004921675132174806,2.29,3.253597244,3.080987047,0.773786445,0.811575006,2.368677295,1.313656347
38.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.45351565194772,0.02399399999999996,0.0,1.0,-0.005521029148253994,57.7596809,5775.96809,0.0,0.016387118297787395,0.04005199999999998,8.620000000000001,0.9424,4.3482,13.0,0.0,0.0,13.0,0.0,78.358,0.0315918076558917,1.2015599999999986,-0.00048779518424602736,2.28,3.143052292,3.079904468,0.782472624,0.811575006,2.357420246,1.320146286
37.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.481824926977003,0.02399399999999996,0.0,1.0,-0.0054785575291989835,57.79056285,5779.056285,0.0,0.01629444172065245,0.03962699999999998,8.629999999999999,0.9324,4.3492999999999995,13.0,0.0,0.0,13.0,0.0,78.307,0.031444212800042885,1.1888099999999986,-0.0004830075785167802,2.26,3.098654107,3.078456818,0.79518459,0.811575006,2.345667736,1.32674538
36.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.513008633864235,0.02399399999999996,0.0,1.0,-0.005432518871514836,57.821444799999995,5782.14448,0.0,0.016194331983805713,0.03916799999999998,8.64,0.9216,4.3504,13.0,0.0,0.0,13.0,0.0,78.256,0.03128194643222246,1.1750399999999988,-0.00047780350434164197,2.25,3.120195404,3.077367905,0.813580989,0.811575006,2.333507729,1.333245699
35.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.547174475803354,0.02399399999999996,0.0,1.0,-0.005382871356933935,57.852326749999996,5785.232675,0.0,0.016086664442107046,0.03867499999999998,8.65,0.9099999999999999,4.3515,13.0,0.0,0.0,13.0,0.0,78.205,0.031104724296569394,1.1602499999999987,-0.00047218173494621707,2.24,3.14279291,3.076276255,0.833784375,0.811575006,2.320976677,1.339650158
34.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.584443209679504,0.02399399999999996,0.0,1.0,-0.005329568963103927,57.8832087,5788.32087,0.0,0.01597130044818213,0.03814799999999999,8.66,0.8976000000000001,4.3526,13.0,0.0,0.0,13.0,0.0,78.154,0.03091223396876308,1.1444399999999988,-0.00046614100824452463,2.23,3.157347954,3.075181855,0.853698212,0.889301703,2.308222819,1.345961542
33.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.62495002780686,0.02399399999999996,0.0,1.0,-0.005272561177311278,57.914090650000006,5791.409065,0.0,0.015848086208977093,0.03758699999999999,8.67,0.8844000000000001,4.3537,13.0,0.0,0.0,13.0,0.0,78.10300000000001,0.03070413250302529,1.127609999999999,-0.00045968002660784144,2.22,3.166362019,3.074084689,0.880813592,0.889301703,2.295281141,1.352182518
32.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.668846172055815,0.02399399999999996,0.0,1.0,-0.005211792670257152,57.9449726,5794.49726,0.0,0.015716851468585757,0.03699199999999999,8.68,0.8704000000000001,4.3548,13.0,0.0,0.0,13.0,0.0,78.05199999999999,0.030480043728499974,1.1097599999999987,-0.0004527974566266649,2.21,3.179342061,3.072617477,0.914871818,0.889301703,2.282259483,1.35831564
31.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.716300823597564,0.02399399999999996,0.0,1.0,-0.005147202924034331,57.975854549999994,5797.5854549999995,0.0,0.015577407989016058,0.03636299999999998,8.69,0.8555999999999999,4.3559,13.0,0.0,0.0,13.0,0.0,78.001,0.030239555137611337,1.0908899999999986,-0.0004454919288695014,2.19,3.184921291,3.071513805,0.945960704,0.889301703,2.269256027,1.364175633
30.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.767503321658047,0.02399399999999996,0.0,1.0,-0.005078725807284384,58.00673649999999,5800.673650000001,0.0,0.015429547794464139,0.03569999999999998,8.7,0.84,4.356999999999999,13.0,0.0,0.0,13.0,0.0,77.95,0.02998221429669631,1.0709999999999988,-0.0004377620376312605,2.18,3.112769171,3.070407322,0.979092901,0.889301703,2.256356886,1.370142847
29.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.822665777593894,0.02399399999999996,0.0,1.0,-0.005006289089075543,58.03761845,5803.761845,0.0,0.015273041137042599,0.03500299999999998,8.709999999999999,0.8235999999999999,4.3581,13.0,0.0,0.0,13.0,0.0,77.899,0.02970752469384504,1.0500899999999986,-0.00042960634067998674,2.17,3.137126142,3.069298012,1.012837225,0.889301703,2.243658027,1.376029182
28.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.882026167156535,0.02399399999999996,0.0,1.0,-0.004929813881258303,58.0685004,5806.850039999999,0.0,0.015107634132330856,0.03427199999999998,8.719999999999999,0.8064,4.3591999999999995,13.0,0.0,0.0,13.0,0.0,77.848,0.029414940919556702,1.0281599999999989,-0.00042102335899454196,2.16,3.157798146,3.068185862,1.045322979,0.889301703,2.231240149,1.381656483
27.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.945852005196766,0.02399399999999996,0.0,1.0,-0.004849213996829155,58.09938235,5809.938235,0.0,0.014933046000957387,0.03350699999999999,8.73,0.7884,4.3603000000000005,13.0,0.0,0.0,13.0,0.0,77.797,0.02910386305131507,1.0052099999999988,-0.000412011576497227,2.15,3.175563995,3.065206128,1.078819183,0.889301703,2.219243872,1.387389826
26.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.01444473493128,0.02399399999999996,0.0,1.0,-0.004764395209030629,58.1302643,5813.02643,0.0,0.014748965836893908,0.03270799999999999,8.74,0.7696000000000001,4.3614,13.0,0.0,0.0,13.0,0.0,77.74600000000001,0.028773630081869814,0.981239999999999,-0.00040256943977998866,2.13,3.188959403,3.068185862,1.108565024,0.889301703,2.207715134,1.392872745
25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.088145000548963,0.02399399999999996,0.0,1.0,-0.004675254392360772,58.161146249999994,5816.114625,0.0,0.014555048803099853,0.03187499999999999,8.75,0.75,4.3625,13.0,0.0,0.0,13.0,0.0,77.695,0.02842351219062122,0.9562499999999989,-0.00039269535782327815,2.12,3.203628409,3.071513805,1.133858125,1.643452676,2.196756331,1.39846085
24.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.167339020624604,0.02399399999999996,0.0,1.0,-0.004581678522115092,58.192028199999996,5819.2028199999995,0.0,0.01435091162907433,0.031007999999999987,8.76,0.7296,4.3636,13.0,0.0,0.0,13.0,0.0,77.644,0.02805270160494546,0.930239999999999,-0.0003823877017112738,2.09,3.193553113,3.074450719,1.162265614,1.643452676,2.186476031,1.403806611
23.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25246634516624,0.02399399999999996,0.0,1.0,-0.004483543503206478,58.22291015,5822.291014999999,0.0,0.014136127250588399,0.030106999999999988,8.77,0.7084,4.3647,13.0,0.0,0.0,13.0,0.0,77.593,0.027660301729216248,0.9032099999999991,-0.0003716448043360517,2.06,3.189779373,3.07773118,1.197831693,1.643452676,2.176958981,1.409256652
22.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.344029367855592,0.02399399999999996,0.0,1.0,-0.004380712791340496,58.2537921,5825.37921,0.0,0.013910218386304825,0.02917199999999999,8.780000000000001,0.6864,4.3658,13.0,0.0,0.0,13.0,0.0,77.542,0.02724531412750781,0.875159999999999,-0.0003604649600996643,2.03,3.183665512,3.080987047,1.228400359,1.643452676,2.168291189,1.41447195
21.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.442605086987527,0.02399399999999996,0.0,1.0,-0.004273035759511614,58.28467405,5828.467404999999,0.0,0.013672649784770912,0.02820299999999999,8.790000000000001,0.6636,4.366899999999999,13.0,0.0,0.0,13.0,0.0,77.49100000000001,0.026806622822656292,0.846089999999999,-0.0003488464246068565,1.99,3.184943986,3.083860801,1.256236533,1.643452676,2.160588568,1.419790586
20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.548859778437734,0.02399399999999996,0.0,1.0,-0.004160345749296494,58.315556,5831.5556,0.0,0.01342281879194629,0.027199999999999995,8.8,0.6400000000000001,4.368,13.0,0.0,0.0,13.0,0.0,77.44,0.026342975206611552,0.8159999999999993,-0.00033678741435087985,1.97,3.178242916,3.087071206,1.278067331,1.643452676,2.153875814,1.424881637
19.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.663567483907881,0.02399399999999996,0.0,1.0,-0.004042457728198141,58.346437949999995,5834.643795,0.0,0.013160043774527353,0.026162999999999992,8.81,0.6156,4.3690999999999995,13.0,0.0,0.0,13.0,0.0,77.38900000000001,0.02585295862571123,0.7848899999999992,-0.00032428610639530404,1.95,3.186880087,3.089905111,1.287577809,1.643452676,2.14826323,1.429913698
18.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.787633562007883,0.02399399999999996,0.0,1.0,-0.003919165449339123,58.37731989999999,5837.73199,0.0,0.012883549773506723,0.025091999999999986,8.82,0.5903999999999999,4.3702,13.0,0.0,0.0,13.0,0.0,77.338,0.02533497138087938,0.7527599999999991,-0.0003113406380439686,1.94,3.194971983,3.093071306,1.292699003,1.643452676,2.143826391,1.435047641
17.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.92212505243014,0.02399399999999996,0.0,1.0,-0.0037902379751094573,58.40820185,5840.820185,0.0,0.012592450533686125,0.02398699999999999,8.83,0.5644,4.3713,13.0,0.0,0.0,13.0,0.0,77.28699999999999,0.02478718642257147,0.7196099999999992,-0.0002979491065094528,1.93,3.203777841,3.095866453,1.296226287,1.643452676,2.140633725,1.439963936
16.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.06831035144741,0.02399399999999996,0.0,1.0,-0.0036554153773427655,58.4390838,5843.908379999999,0.0,0.012285725723742208,0.02284799999999999,8.84,0.5376,4.3724,13.0,0.0,0.0,13.0,0.0,77.236,0.02420750535426456,0.6854399999999992,-0.00028410956856982257,1.92,3.151507748,3.098989639,1.298197867,1.643452676,2.138744664,1.4448252
15.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.227711833505742,0.02399399999999996,0.0,1.0,-0.0035144033560190083,58.46996575,5846.996575,0.0,0.011962191672601048,0.021674999999999993,8.85,0.51,4.3735,13.0,0.0,0.0,13.0,0.0,77.18499999999999,0.023593499375246844,0.6502499999999993,-0.00026982004021990774,1.91,3.085665116,3.102090526,1.29907126,1.643452676,2.138207933,1.44963265
14.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.402176821473812,0.023993999999999956,0.0,1.0,-0.003366866414821585,58.5008477,5850.0847699999995,0.0,0.011620463210246158,0.020467999999999993,8.86,0.48160000000000003,4.3746,13.0,0.0,0.0,13.0,0.0,77.134,0.02294233231046675,0.6140399999999994,-0.0002550784963170861,1.9,3.043688368,3.104828404,1.29907126,1.643452676,2.139123134,1.454387467
13.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.593975130749001,0.02399399999999996,0.0,1.0,-0.0032124190760834514,58.531729649999996,5853.172965,0.0,0.011258903060462127,0.019226999999999994,8.870000000000001,0.4524,4.3757,13.0,0.0,0.0,13.0,0.0,77.083,0.02225065858258788,0.5768099999999994,-0.00023988287021523523,1.89,3.011007653,3.107888025,1.297979244,1.662757832,2.141512483,1.45909079
12.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.805936054696565,0.02399399999999996,0.0,1.0,-0.003050614377441308,58.5626116,5856.26116,0.0,0.010875553419860714,0.017951999999999992,8.879999999999999,0.4224,4.376799999999999,13.0,0.0,0.0,13.0,0.0,77.032,0.021514485337856097,0.5385599999999994,-0.00022423105339567165,1.88,2.996800522,3.11058971,1.295347148,1.698970004,2.145445036,1.463892989
11.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.041645555557677,0.02399399999999996,0.0,1.0,-0.0028809285111417904,58.59349355,5859.349355,0.0,0.010468041383179682,0.016642999999999995,8.89,0.3916,4.3778999999999995,13.0,0.0,0.0,13.0,0.0,76.98100000000001,0.02072898196191947,0.49928999999999946,-0.00020812089508775045,1.87,3.001032393,3.113609151,1.291590826,1.698970004,2.150909874,1.468495025
10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.305738388356085,0.023993999999999963,0.0,1.0,-0.0027027398407765,58.6243755,5862.43755,0.0,0.010033444816053538,0.015299999999999996,8.9,0.36000000000000004,4.379,13.0,0.0,0.0,13.0,0.0,76.93,0.01988821006109445,0.4589999999999995,-0.00019155020188180247,1.86,2.998215732,3.116607744,1.288472801,1.698970004,2.157970244,1.473048805
9.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.604345715427977,0.02399399999999996,0.0,1.0,-0.002515299461232599,58.65525745,5865.525744999999,0.0,0.009568096303078708,0.013922999999999994,8.91,0.3276,4.3801,13.0,0.0,0.0,13.0,0.0,76.879,0.01898472896588048,0.41768999999999956,-0.00017451673733590283,1.85,3.00828072,3.119255889,1.28510703,1.73239376,2.166666883,1.477555332
8.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.945809161707393,0.02399399999999996,0.0,1.0,-0.002317688556884036,58.686139399999995,5868.61394,0.0,0.009067286073696858,0.012511999999999995,8.920000000000002,0.2944,4.3812,13.0,0.0,0.0,13.0,0.0,76.828,0.018008998237069206,0.3753599999999996,-0.00015701822157278104,1.83,3.010380531,3.122215878,1.27989498,1.72427587,2.176987875,1.482015576
7.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.341877050990941,0.02399399999999996,0.0,1.0,-0.002108754204706942,58.717021349999996,5871.7021349999995,0.0,0.00852479172881597,0.011066999999999997,8.930000000000001,0.2604,4.3823,13.0,0.0,0.0,13.0,0.0,76.777,0.01694843226306905,0.33200999999999964,-0.00013905233086955633,1.82,3.025539338,3.124830149,1.273695588,1.72427587,2.188956593,1.486288761
6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.809834188357918,0.023993999999999956,0.0,1.0,-0.0018870079820700256,58.74790329999999,5874.79033,0.0,0.007932092242510324,0.009587999999999994,8.94,0.22559999999999997,4.3834,13.0,0.0,0.0,13.0,0.0,76.726,0.015785820880508124,0.2876399999999996,-0.00012061669723907381,1.81,3.024756504,3.127752516,1.268577972,1.707570176,2.202570046,1.490660653
5.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.376601137285798,0.02399399999999996,0.0,1.0,-0.0016504557331775847,58.77878525,5877.878525,0.0,0.007276959838966061,0.008074999999999997,8.95,0.19,4.3845,13.0,0.0,0.0,13.0,0.0,76.675,0.014496501214253313,0.24224999999999974,-0.00010170890800286804,1.79,3.030567341,3.130655349,1.26245109,1.72427587,2.21785228,1.494988974
4.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.08748808465622,0.02399399999999996,0.0,1.0,-0.0013962876442619144,58.8096672,5880.966719999999,0.0,0.006540693572184713,0.0065279999999999965,8.96,0.1536,4.385599999999999,13.0,0.0,0.0,13.0,0.0,76.624,0.013042804017742972,0.19583999999999976,-8.232650535567937e-05,1.78,3.043047743,3.133219457,1.255513713,1.72427587,2.234770295,1.499274582
3.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.027841312046505,0.02399399999999996,0.0,1.0,-0.0011202463862465808,58.84054915,5884.054915,0.0,0.005691932635713045,0.004946999999999997,8.97,0.11639999999999999,4.386699999999999,13.0,0.0,0.0,13.0,0.0,76.573,0.011361639580150051,0.14840999999999982,-6.246698592136403e-05,1.76,3.06761385,3.136086097,1.248708736,1.556302501,2.253313769,1.503518313
2.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3902144339989,0.023993999999999963,0.0,1.0,-0.0008150971878076918,58.871431099999995,5887.143109999999,0.0,0.00466977985323549,0.0033319999999999986,8.98,0.0784,4.3878,13.0,0.0,0.0,13.0,0.0,76.52199999999999,0.0093306500091477,0.09995999999999988,-4.212780030008584e-05,1.74,3.102934262,3.138618434,1.240798771,1.431363764,2.27348741,1.507720977
1.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.79230485657758,0.02399399999999996,0.0,1.0,-0.0004655967566262008,58.90231305,5890.231305,0.0,0.0033177307005889363,0.0016829999999999994,8.99,0.0396,4.3889,13.0,0.0,0.0,13.0,0.0,76.471,0.0066357650995066955,0.050489999999999945,-2.1306352606830685e-05,1.72,3.160807551,3.141449773,1.232742063,0.84509804,2.295237131,1.511749711
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02399399999999996,0.0,1.0,0.0,58.933195,5893.3195,0.0,0.0,0.0,9.0,1e-06,4.39,7.0,0.0,0.0,7.0,0.0,76.42,0.0,0.0,0.0,1.69,3.200626182,3.143951116,1.226084116,0.84509804,2.318543299,1.515873844
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02399399999999996,0.0,1.0,0.0,55.845,5584.5,0.0,0.0,0.0,8.0,1e-06,4.28,6.0,0.0,0.0,6.0,0.0,81.52,0.0,0.0,0.0,2.23,1.926085087,3.018284308,1.049218023,1.602059991,2.0,-0.37675071
99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007959262755832425,10.641531325025882,0.023993386510514227,0.0099,1.0048274670177846,-0.0004655967566262008,55.873484,5587.3484,-734.9609455288639,0.005446238531003051,0.002673000000000005,8.02,0.0792,4.281600000000001,14.0,0.0,0.0,14.0,0.0,81.4553,0.00790319195691358,0.064053,-3.246942153585508e-05,2.24,2.043794392,3.017867719,1.08849047,1.602059991,2.044108387,-0.244125144
98.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011198208286674106,9.40553536854572,0.023992785414755583,0.0196,1.0048273304076407,-0.0008150971878076918,55.901968,5590.1968,-649.998437320059,0.007658953681565852,0.0052920000000000085,8.04,0.1568,4.2832,14.0,0.0,0.0,14.0,0.0,81.3906,0.011129049300533465,0.12681199999999998,-6.428445740396644e-05,2.24,2.177247836,3.017033339,1.136086097,1.602059991,2.066884743,-0.148741651
97.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013643703198617848,8.702649450132318,0.023992196712723818,0.029099999999999997,1.0048271938072926,-0.0011202463862465808,55.930451999999995,5593.0452000000005,-601.7956234096769,0.00932718043274264,0.007857000000000013,8.06,0.23279999999999998,4.284800000000001,14.0,0.0,0.0,14.0,0.0,81.32589999999999,0.013571313941405,0.18827699999999994,-9.544660626866061e-05,2.25,2.309033668,3.016615548,1.176091259,1.602059991,2.089304452,-0.070581074
96.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015671719403603187,8.216280106703703,0.023991620404419035,0.0384,1.0048270572167388,-0.0013962876442619144,55.958935999999994,5595.893599999999,-568.5145716691475,0.010708585339239957,0.010368000000000016,8.08,0.3072,4.2864,14.0,0.0,0.0,14.0,0.0,81.26119999999999,0.015602229487929933,0.24844799999999995,-0.00012595730339460274,2.25,2.408646926,3.015359755,1.226342087,1.602059991,2.111329737,-0.004364805
95.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001742862432443293,7.847699846031365,0.023991056489841237,0.0475,1.0048269206359788,-0.0016504557331775847,55.98741999999999,5598.741999999999,-543.3474874463956,0.011903537116981722,0.012825000000000022,8.1,0.38,4.288,14.0,0.0,0.0,14.0,0.0,81.19649999999999,0.01736655900482667,0.30732499999999996,-0.00015581792080985408,2.25,2.486246237,3.014100322,1.283979284,0.875061263,2.13289977,0.053078443
94.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018989832219795106,7.553134210501126,0.02399050496899042,0.05639999999999999,1.0048267840650114,-0.0018870079820700256,56.01590399999999,5601.5904,-523.2768020000731,0.01296377972382935,0.015228000000000025,8.12,0.45119999999999993,4.2896,14.0,0.0,0.0,14.0,0.0,81.1318,0.018938811490225853,0.3649079999999999,-0.00018502976746021058,2.25,2.548168222,3.012837225,1.313234292,0.875061263,2.153936754,0.103803721
93.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002040033712668603,7.3093356428473975,0.02398996584186671,0.0651,1.0048266475038348,-0.002108754204706942,56.044388000000005,5604.4388,-506.7004298006721,0.013920203366351042,0.01757700000000003,8.14,0.5208,4.291200000000001,14.0,0.0,0.0,14.0,0.0,81.0671,0.020363392749823257,0.42119699999999993,-0.0002135940893501524,2.26,2.597146488,3.010723865,1.341038632,0.875061263,2.174437796,0.149219113
92.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002168957461824494,7.1024873038370915,0.02398943910846986,0.0736,1.0048265109524481,-0.002317688556884036,56.072872000000004,5607.2872,-492.66647154427056,0.014793029287049233,0.019872000000000032,8.16,0.5888,4.292800000000001,14.0,0.0,0.0,14.0,0.0,81.00240000000001,0.021669320904477173,0.4761919999999999,-0.00024151206967441483,2.26,2.641939884,3.009025742,1.366422957,0.875061263,2.194292282,0.190331698
91.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022878068624597185,6.923714953169763,0.0239889247688,0.0819,1.0048263744108508,-0.002515299461232599,56.101356,5610.1356,-480.5637203121129,0.015596365846794254,0.02211300000000004,8.18,0.6552,4.2944,14.0,0.0,0.0,14.0,0.0,80.93769999999999,0.02287680512233841,0.529893,-0.0002687848289353858,2.26,2.68254217,3.006893708,1.388811413,0.875061263,2.213464629,0.227886705
90.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002398081534772156,6.766984876344162,0.023988422822857115,0.09000000000000001,1.0048262378790411,-0.0027027398407765,56.12984,5612.984,-469.9767281727951,0.01634052854549124,0.024300000000000044,8.2,0.7200000000000001,4.296,14.0,0.0,0.0,14.0,0.0,80.87299999999999,0.024000593523178328,0.5822999999999999,-0.0002954134250525535,2.26,2.717695462,3.004321374,1.411282913,0.875061263,2.231953569,0.26245109
89.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025009172483673133,6.628011563292975,0.023987933270641224,0.0979,1.004826101357019,-0.0028809285111417904,56.158324,5615.8324,-460.61050439104713,0.017033335559544956,0.026433000000000047,8.22,0.7832,4.2976,14.0,0.0,0.0,14.0,0.0,80.80829999999999,0.025051841548736516,0.6334129999999999,-0.00032139885345691156,2.26,2.751433082,3.001733713,1.423900919,0.875061263,2.249662987,0.294466226
88.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002597198978464168,6.503644079482591,0.023987456112152316,0.1056,1.0048259648447815,-0.003050614377441308,56.186808,5618.6808,-452.2482197698032,0.017680883195644946,0.028512000000000048,8.24,0.8448,4.299200000000001,14.0,0.0,0.0,14.0,0.0,80.7436,0.026039229599866535,0.6832319999999998,-0.0003467420471768255,2.26,2.781029748,2.998695158,1.441380885,0.875061263,2.266584447,0.324282455
87.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002687632337696855,6.3914997181213415,0.023986991347390522,0.1131,1.0048258283423288,-0.0032124190760834514,56.215292,5621.5292,-444.7259590951212,0.018288035949391043,0.030537000000000054,8.26,0.9048,4.300800000000001,14.0,0.0,0.0,14.0,0.0,80.6789,0.026969668905643843,0.7317569999999999,-0.0003714438769105415,2.26,2.807663539,2.995196292,1.456517858,0.875061263,2.282690072,0.352182518
