Fe,Co,Ni,V,Mo,Cr,Cu,Mn,C,W,Ta,Nb,Al,Ti,Si,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model
16.0,27.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003942627632232718,15.611857440840108,0.023978811487580996,0.24509999999999998,1.004819831904414,-0.008040808727120971,58.302400649999996,5830.240065,-517.2830031156076,0.018936190429658294,0.04735800000000012,9.41,0.9023999999999999,4.4009,21.0,0.0,0.0,21.0,0.0,76.45509999999999,0.02991250116969312,1.0212270000000003,-0.0004337721988022531
15.0,27.0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003930231781892974,16.189476325736607,0.02397890444053331,0.24359999999999998,1.0048196958411266,-0.00793180339042513,58.330884649999994,5833.088465,-513.4942845881211,0.018564534784012373,0.04603500000000012,9.43,0.858,4.4025,21.0,0.0,0.0,21.0,0.0,76.3904,0.02924002888898964,0.9839820000000004,-0.00041211654870446784
14.0,27.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003916182061424596,16.848477480657312,0.02397900978721267,0.2419,1.0048195597875726,-0.00781581775476385,58.35936864999999,5835.936865,-509.6225970366866,0.01817087797713441,0.04465800000000012,9.45,0.812,4.4041,21.0,0.0,0.0,21.0,0.0,76.3257,0.028524156403758806,0.9454430000000005,-0.00038995021000986715
13.0,27.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039004613738585904,17.60686133130877,0.023979127527619083,0.24,1.004819423743752,-0.007692479267515489,58.38785265,5838.785265,-505.6317905732979,0.017753803713977123,0.043227000000000126,9.47,0.7644,4.4057,21.0,0.0,0.0,21.0,0.0,76.261,0.027761385285146836,0.9056100000000005,-0.00036729691315531485
12.0,27.0,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038830502024543414,18.488523869819765,0.023979257661752414,0.2379,1.0048192877096633,-0.007561353342765787,58.41633665,5841.633664999999,-501.4798904794667,0.0173116677474567,0.04174200000000012,9.49,0.7152000000000001,4.4073,21.0,0.0,0.0,21.0,0.0,76.1963,0.026947587133967377,0.8644830000000006,-0.00034416500015624005
11.0,27.0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003863926476520125,19.525904070110084,0.023979400189612594,0.23560000000000003,1.0048191516853053,-0.007421928031546538,58.44482065,5844.482065,-497.1174759208085,0.016842545879982126,0.04020300000000012,9.51,0.6644,4.4089,21.0,0.0,0.0,21.0,0.0,76.13159999999999,0.026077833432424164,0.8220620000000006,-0.0003205627974528658
10.0,27.0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003843065415767997,20.76420661427536,0.023979555111199962,0.2331,1.0048190156706762,-0.007273593067332447,58.47330465,5847.330465,-492.48549753008274,0.01634416529600805,0.038610000000000116,9.530000000000001,0.612,4.410500000000001,21.0,0.0,0.0,21.0,0.0,76.0669,0.025146160446384458,0.7783470000000006,-0.000296498616831984
9.0,27.0,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038204393505253263,22.2684176798377,0.023979722426514246,0.2304,1.004818879665776,-0.007115610452764714,58.501788649999995,5850.178865,-487.51226367591806,0.015813812184690988,0.03696300000000012,9.55,0.558,4.412100000000001,21.0,0.0,0.0,21.0,0.0,76.0022,0.024145235920963556,0.7333380000000006,-0.0002719807563480361
8.0,27.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037960175145919303,24.135543545542557,0.02397990213555544,0.22750000000000004,1.0048187436706024,-0.00694707184279069,58.53027265,5853.027265,-482.1091510149895,0.015248204791555578,0.03526200000000012,9.57,0.5024000000000001,4.4137,21.0,0.0,0.0,21.0,0.0,75.9375,0.023065872035165694,0.6870350000000006,-0.0002470175012466687
7.0,27.0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003769765806884325,26.517266199640954,0.02398009423832381,0.22440000000000004,1.004818607685156,-0.006766834371051498,58.55875665000001,5855.875665,-476.1642707306304,0.014643314602634598,0.03350700000000012,9.59,0.44520000000000004,4.4153,21.0,0.0,0.0,21.0,0.0,75.87280000000001,0.021896287547049132,0.6394380000000007,-0.0002216171248872103
6.0,27.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003741646517230514,29.665106291504664,0.023980298734819043,0.22110000000000002,1.0048184717094342,-0.006573419279403021,58.587240650000005,5858.724064999999,-469.5326765168831,0.013994107076002772,0.031698000000000115,9.61,0.38639999999999997,4.4169,21.0,0.0,0.0,21.0,0.0,75.8081,0.02062093987674346,0.5905470000000007,-0.00019578788966596958
5.0,27.0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003711618010722687,34.02945045752786,0.023980515625041266,0.21760000000000002,1.0048183357434364,-0.006364841704669715,58.615724650000004,5861.572464999999,-462.0203025186627,0.01329415257118757,0.029835000000000115,9.63,0.326,4.418500000000001,21.0,0.0,0.0,21.0,0.0,75.74340000000001,0.019218572984608804,0.5403620000000008,-0.00016953804794341085
4.0,27.0,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003679634363862611,40.5062747817349,0.023980744908990475,0.21389999999999998,1.004818199787162,-0.0061383007728388495,58.644208649999996,5864.420865,-453.35544134603936,0.01253501770663764,0.02791800000000011,9.649999999999999,0.264,4.4201,21.0,0.0,0.0,21.0,0.0,75.67869999999999,0.017658719120682547,0.48888300000000073,-0.00014287584296782813
3.0,27.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036456449442766963,51.17470368348274,0.023980986586666617,0.21,1.004818063840609,-0.005889547759517335,58.672692649999995,5867.269265,-443.1320975179875,0.011705263082876586,0.02594700000000011,9.67,0.20039999999999997,4.4217,21.0,0.0,0.0,21.0,0.0,75.614,0.015894821611541977,0.4361100000000008,-0.00011580950980633834
2.0,27.0,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036095939239642006,72.23624982595038,0.023981240658069877,0.2059,1.0048179279037768,-0.005611356179670023,58.701176649999994,5870.117665,-430.6764677702026,0.010788681768233475,0.02392200000000011,9.69,0.1352,4.4233,21.0,0.0,0.0,21.0,0.0,75.54929999999999,0.013848835230225323,0.38204300000000085,-8.83472762716513e-05
1.0,27.0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003571419713751767,134.50317425570256,0.023981507123199953,0.20160000000000003,1.0048177919766643,-0.005288490724516165,58.72966065,5872.966065,-414.61972943735054,0.009760926804722729,0.02184300000000011,9.709999999999999,0.0684,4.4249,21.0,0.0,0.0,21.0,0.0,75.4846,0.011369110726510845,0.32668200000000086,-6.049736385679589e-05
0.0,27.0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003531054303733905,8431813.297686536,0.023981785982057094,0.1971,1.0048176560592705,-0.004849213996829155,58.75814465,5875.8144649999995,-388.9220416083979,0.008582243526164034,0.019710000000000106,9.73,1e-06,4.4265,15.0,0.0,0.0,15.0,0.0,75.4199,0.008064508928327885,0.2700270000000009,-3.226798866621432e-05
72.0,28.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.997690947207882,0.02399399999999996,0.0,1.0,-0.004929813881258303,56.7096946,5670.96946,0.0,0.01533466142120467,0.03427199999999998,8.280000000000001,0.8064,4.3108,13.0,0.0,0.0,13.0,0.0,80.092,0.028590799589292875,1.0281599999999989,-0.00040930005268687876
71.0,28.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007959262755832425,11.328927804264625,0.023993386510514227,0.009899999999999999,1.0048274670177846,-0.00536793584959567,56.7381786,5673.81786,-8473.476568318318,0.0159257990571409,0.03599299999999999,8.299999999999999,0.852,4.312400000000001,21.0,0.0,0.0,21.0,0.0,80.02730000000001,0.029233761850106163,1.0636529999999986,-0.00043582743983126577
70.0,28.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011198208286674106,11.412915739343417,0.023992785414755583,0.0196,1.0048273304076407,-0.005689630280115564,56.7666626,5676.66626,-4537.189977247897,0.01647673953450213,0.03766,8.32,0.896,4.314,21.0,0.0,0.0,21.0,0.0,79.96260000000001,0.02984295183560678,1.097851999999999,-0.0004612220722951851
69.0,28.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013643703198617848,11.422505510554272,0.023992196712723818,0.029099999999999997,1.0048271938072926,-0.005966634105275418,56.795146599999995,5679.51466,-3205.271925109608,0.016991452455975442,0.03927300000000001,8.34,0.9384,4.3156,21.0,0.0,0.0,21.0,0.0,79.89789999999999,0.030420301073588257,1.1307569999999991,-0.00048549496682167626
68.0,28.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015671719403603187,11.395459593350607,0.023991620404419035,0.038400000000000004,1.0048270572167388,-0.006214182148876677,56.8236306,5682.36306,-2530.1757250098512,0.01747319682206868,0.04083200000000001,8.360000000000001,0.9792000000000002,4.317200000000001,21.0,0.0,0.0,21.0,0.0,79.83319999999999,0.030967494271387588,1.1623679999999992,-0.0005086570645316917
67.0,28.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0.001742862432443293,11.3488606581058,0.023991056489841237,0.0475,1.0048269206359788,-0.006439500389576026,56.8521146,5685.2114599999995,-2119.951651384126,0.017924686609237937,0.042337000000000014,8.38,1.0184000000000002,4.3188,21.0,0.0,0.0,21.0,0.0,79.7685,0.03148600859495525,1.192684999999999,-0.0005307192322149229
66.0,28.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018989832219795106,11.291943827654643,0.02399050496899042,0.056400000000000006,1.0048267840650114,-0.006646837022711125,56.8805986,5688.059859999999,-1843.2013291456724,0.01834820948209092,0.04378800000000002,8.4,1.056,4.3204,21.0,0.0,0.0,21.0,0.0,79.7038,0.03197714506079761,1.2217079999999991,-0.0005516922636093964
65.0,28.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0.002040033712668603,11.230164072169359,0.02398996584186671,0.0651,1.0048266475038348,-0.0068389923691877085,56.909082600000005,5690.908259999999,-1643.3021758230527,0.01874571391864207,0.045185000000000024,8.42,1.092,4.322000000000001,21.0,0.0,0.0,21.0,0.0,79.63910000000001,0.03244205388578826,1.2494369999999992,-0.0005715868806704279
64.0,28.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0.002168957461824494,11.166915325724645,0.02398943910846986,0.0736,1.0048265109524481,-0.007017950713542359,56.937566600000004,5693.75666,-1491.7918998404514,0.01911887446158419,0.04652800000000003,8.440000000000001,1.1264,4.323600000000001,21.0,0.0,0.0,21.0,0.0,79.57440000000001,0.03288175514886193,1.275871999999999,-0.0005904137348256601
63.0,28.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022878068624597185,11.104379232231404,0.0239889247688,0.0819,1.0048263744108508,-0.0071851902081522335,56.9660506,5696.60506,-1372.775604177055,0.019469141459986395,0.04781700000000003,8.46,1.1592000000000002,4.325200000000001,21.0,0.0,0.0,21.0,0.0,79.5097,0.03329715577246975,1.3010129999999993,-0.0006081834082214783
62.0,28.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0.002398081534772156,11.043987436788948,0.023988422822857115,0.09,1.0048262378790411,-0.007341853084758448,56.9945346,5699.45346,-1276.6674910555896,0.01979777958335553,0.04905200000000003,8.48,1.1904,4.3268,21.0,0.0,0.0,21.0,0.0,79.445,0.03368906358374579,1.324859999999999,-0.0006249064149574015
61.0,28.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025009172483673133,10.986691038791273,0.023987933270641224,0.0979,1.004826101357019,-0.0074888470230833944,57.0230186,5702.3018600000005,-1197.3367583643117,0.02010589805673292,0.05023300000000003,8.5,1.22,4.3284,21.0,0.0,0.0,21.0,0.0,79.38029999999999,0.03405819903514683,1.347412999999999,-0.0006405932023090212
60.0,28.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0.002597198978464168,10.933125623257183,0.023987456112152316,0.1056,1.0048259648447815,-0.0076269093224287125,57.0515026,5705.15026,-1130.6759021791383,0.02039447468973229,0.05136000000000003,8.52,1.248,4.33,21.0,0.0,0.0,21.0,0.0,79.3156,0.034405205031621026,1.368671999999999,-0.0006552541519422722
59.0,28.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0.002687632337696855,10.88371623168364,0.023986991347390522,0.1131,1.0048258283423288,-0.007756649516353384,57.0799866,5707.998659999999,-1073.8273288212022,0.02066437518387968,0.05243300000000005,8.540000000000001,1.2744,4.3316,21.0,0.0,0.0,21.0,0.0,79.2509,0.034730655212398404,1.3886369999999995,-0.0006688995811159155
58.0,28.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0.002772790726050383,10.838746153824644,0.023986538976355557,0.12040000000000001,1.00482569184966,-0.007878578783582856,57.1084706,5710.847059999999,-1024.7400180320176,0.02091636879892243,0.053452000000000055,8.56,1.2992000000000001,4.333200000000001,21.0,0.0,0.0,21.0,0.0,79.18620000000001,0.03503506096086228,1.4073079999999993,-0.0006815397438761856
57.0,28.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0.002853147594303993,10.798403118612535,0.02398609899904751,0.1275,1.004825555366774,-0.007993130899940788,57.136954599999996,5713.69546,-981.9026867903237,0.02115114117671579,0.05441700000000005,8.58,1.3224,4.3348,21.0,0.0,0.0,21.0,0.0,79.1215,0.03531887735905331,1.424684999999999,-0.0006931848322390324
56.0,28.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029290991977986,10.762810948533286,0.02398567141546665,0.13440000000000002,1.0048254188936687,-0.008100677565313347,57.1654386,5716.54386,-944.1764987944597,0.021369304920895928,0.05532800000000006,8.600000000000001,1.3440000000000003,4.3364,21.0,0.0,0.0,21.0,0.0,79.0568,0.03558250825953848,1.4407679999999996,-0.0007038449773665925
55.0,28.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030009810611158058,10.732051640848663,0.023985256225612667,0.14110000000000003,1.004825282430343,-0.008201539870643235,57.19392260000001,5719.39226,-910.6864843926346,0.02157140838597437,0.05618500000000007,8.620000000000001,1.3640000000000003,4.338000000000001,21.0,0.0,0.0,21.0,0.0,78.9921,0.03582631061330369,1.4555569999999993,-0.0007135302507307595
54.0,28.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003069080158539433,10.706181022862596,0.023984853429485628,0.1476,1.0048251459767972,-0.008295997043758059,57.2224066,5722.24066,-880.7489326964511,0.02175794302371722,0.056988000000000066,8.64,1.3824,4.339600000000001,21.0,0.0,0.0,21.0,0.0,78.9274,0.03605059816558592,1.4690519999999994,-0.0007222506652707281
53.0,28.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003133644100316796,10.685240028130327,0.023984463027085724,0.1539,1.0048250095330293,-0.00838429323143353,57.250890600000005,5725.08906,-853.8215616804955,0.0219293495562857,0.05773700000000007,8.66,1.3992000000000002,4.341200000000001,21.0,0.0,0.0,21.0,0.0,78.8627,0.036255644610388826,1.4812529999999993,-0.0007300161765399667
52.0,28.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031948881789138016,10.669262954688852,0.023984085018412628,0.16000000000000003,1.004824873099038,-0.008466642834843642,57.279374600000004,5727.937459999999,-829.4685318867637,0.02208602318681662,0.05843200000000007,8.68,1.4144,4.3428,21.0,0.0,0.0,21.0,0.0,78.798,0.0364416862775007,1.4921599999999995,-0.000736836683846772
51.0,28.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003253000855269751,10.658283628489402,0.023983719403466646,0.1659,1.0048247366748224,-0.008543234759719378,57.3078586,5730.78586,-807.3353809653634,0.022228318013519852,0.05907300000000008,8.700000000000001,1.428,4.3444,21.0,0.0,0.0,21.0,0.0,78.7333,0.03660892441219138,1.5017729999999994,-0.0007427220313848976
50.0,28.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033081480877188547,10.65234010985749,0.023983366182247563,0.1716,1.0048246002603818,-0.008614235838824499,57.3363426,5733.63426,-787.1307394043458,0.022356550779182246,0.059660000000000074,8.72,1.44,4.346,21.0,0.0,0.0,21.0,0.0,78.6686,0.036757527096649235,1.5100919999999993,-0.0007476820093570945
49.0,28.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033604767887088645,10.651478391667704,0.02398302535475548,0.17710000000000004,1.0048244638557142,-0.008679793613732934,57.3648266,5736.48266,-768.6127753159359,0.02247100406148319,0.06019300000000009,8.74,1.4504000000000001,4.3476,21.0,0.0,0.0,21.0,0.0,78.60390000000001,0.03688763085307819,1.5171169999999998,-0.0007517263550910307
48.0,28.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003410117614829568,10.655755410843467,0.0239826969209905,0.1824,1.0048243274608197,-0.008740038613804516,57.3933106,5739.3310599999995,-751.5789971696616,0.022571928988823202,0.06067200000000008,8.76,1.4592,4.349200000000001,21.0,0.0,0.0,21.0,0.0,78.5392,0.036999341960764924,1.5228479999999995,-0.0007548647541466714
47.0,28.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034571872406564366,10.665241608583612,0.02398238088095228,0.1875,1.0048241910756959,-0.008795086235499185,57.4217946,5742.17946,-735.8584800655125,0.022659547550010522,0.06109700000000008,8.780000000000001,1.4664,4.3508000000000004,21.0,0.0,0.0,21.0,0.0,78.4745,0.037092737513008706,1.5272849999999993,-0.0007571068414192958
46.0,28.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035017902282390282,10.68002321596711,0.023982077234641127,0.19240000000000002,1.0048240547003426,-0.008845038300140422,57.450278600000004,5745.02786,-721.3058672234708,0.022734054553113156,0.06146800000000009,8.8,1.4720000000000002,4.3524,21.0,0.0,0.0,21.0,0.0,78.4098,0.03716786623431024,1.5304279999999995,-0.0007584622022310215
45.0,28.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035440205764226064,10.700204401673428,0.0239817859820571,0.19710000000000003,1.0048239183347585,-0.008889984349931036,57.478762599999996,5747.876259999999,-707.7966894528329,0.022795619278273643,0.06178500000000009,8.82,1.4760000000000002,4.354,21.0,0.0,0.0,21.0,0.0,78.3451,0.03722474907342842,1.532277,-0.0007589403734200913
44.0,28.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003583963014151332,10.725909391869022,0.023981507123199974,0.20160000000000003,1.0048237819789423,-0.008930002728436444,57.5072466,5750.72466,-695.2236752729177,0.022844386860729093,0.0620480000000001,8.840000000000002,1.4784000000000002,4.355600000000001,21.0,0.0,0.0,21.0,0.0,78.28040000000001,0.03726337958365201,1.5328319999999998,-0.0007585508444209309
43.0,28.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003621694087170087,10.757284655179847,0.023981240658069804,0.2059,1.0048236456328934,-0.008965161481523943,57.535730599999994,5753.573060000001,-683.4938141151082,0.02288047943322411,0.06225700000000009,8.860000000000001,1.4792,4.357200000000001,21.0,0.0,0.0,21.0,0.0,78.2157,0.037283724097748897,1.5320929999999995,-0.0007573030583377903
42.0,28.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036572830765809103,10.794501235705212,0.023980986586666617,0.21000000000000002,1.0048235092966096,-0.008995519106944854,57.5642146,5756.42146,-672.5259979797682,0.022903997051105716,0.06241200000000009,8.88,1.4784000000000002,4.3588000000000005,21.0,0.0,0.0,21.0,0.0,78.151,0.03728572170142308,1.5300599999999995,-0.0007552064130149586
41.0,28.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003690792779458023,10.837757312706994,0.02398074490899046,0.21389999999999998,1.004823372970091,-0.009021125174712543,57.59269859999999,5759.269859999999,-662.2491116692585,0.02291501841838176,0.0625130000000001,8.9,1.476,4.3604,21.0,0.0,0.0,21.0,0.0,78.0863,0.037269284005602026,1.5267329999999997,-0.0007522702620974143
40.0,28.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037222801754518225,10.887281066024187,0.023980515625041242,0.21760000000000002,1.004823236653336,-0.009042020835696007,57.6211826,5762.11826,-652.6004739317112,0.0229136014286893,0.0625600000000001,8.920000000000002,1.472,4.362,21.0,0.0,0.0,21.0,0.0,78.0216,0.03723429471439648,1.5221119999999997,-0.0007485039160887146
39.0,28.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037517969984867975,10.943333930968322,0.02398029873481901,0.22110000000000002,1.0048231003463435,-0.009058239232077733,57.6496666,5764.96666,-643.524555314849,0.022899783531280377,0.06255300000000011,8.940000000000001,1.4664000000000001,4.363600000000001,21.0,0.0,0.0,21.0,0.0,77.9569,0.03718060898200237,1.5161969999999998,-0.00074391664340147
38.0,28.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003779390228922012,11.006214335375494,0.023980094238323764,0.22440000000000004,1.0048229640491126,-0.009069805820267186,57.6781506,5767.81506,-634.9719158019054,0.022873581928647302,0.0624920000000001,8.96,1.4592,4.3652,21.0,0.0,0.0,21.0,0.0,77.8922,0.03710805254803842,1.508988,-0.0007385176714046655
37.0,28.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003805102518615691,11.076262024884382,0.02397990213555561,0.2275,1.0048228277616416,-0.009076738614331977,57.7066346,5770.66346,-626.8983181457979,0.02283499360914813,0.062377000000000106,8.98,1.4504000000000001,4.3668000000000005,21.0,0.0,0.0,21.0,0.0,77.8275,0.03701642063671957,1.5004849999999998,-0.0007323161874640671
36.0,28.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003828972559029982,11.1538631009673,0.02397972242651429,0.2304,1.0048226914839302,-0.00907904835586458,57.7351186,5773.5118600000005,-619.2639824526027,0.022783995214842128,0.062208000000000103,9.0,1.44,4.3684,21.0,0.0,0.0,21.0,0.0,77.7628,0.036905476600701065,1.4906879999999996,-0.0007253213399788083
35.0,28.0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038510354006774028,11.239455920723053,0.02397955511119995,0.23310000000000003,1.0048225552159764,-0.009076738614331977,57.7636026,5776.3602599999995,-612.0329548532087,0.022720542741593866,0.06198500000000011,9.02,1.428,4.37,21.0,0.0,0.0,21.0,0.0,77.6981,0.0367749502852418,1.4795969999999998,-0.0007175422394132391
34.0,28.0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038713227307422115,11.333538039349992,0.02397940018961264,0.23560000000000003,1.0048224189577797,-0.009069805820267186,57.7920866,5779.208659999999,-605.1725686526477,0.022644571065246758,0.06170800000000012,9.04,1.4144,4.371600000000001,21.0,0.0,0.0,21.0,0.0,77.6334,0.03662453608232843,1.467212,-0.0007089879593244319
33.0,28.0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003889863114524985,11.436674417521587,0.023979257661752355,0.23790000000000003,1.0048222827093394,-0.009058239232077733,57.8205706,5782.057059999999,-598.6529805991148,0.02255599328418722,0.06137700000000012,9.06,1.3992,4.373200000000001,21.0,0.0,0.0,21.0,0.0,77.5687,0.03645389063732584,1.453533,-0.000699667537385722
32.0,28.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003906682205395821,11.54950716929874,0.023979127527618903,0.24000000000000002,1.0048221464706537,-0.009042020835696007,57.8490546,5784.90546,-592.4467681860551,0.02245469986478594,0.060992000000000116,9.08,1.3824,4.3748000000000005,21.0,0.0,0.0,21.0,0.0,77.504,0.03626263016228818,1.4385599999999998,-0.0006895899764053515
31.0,28.0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003921802927153529,11.67276719545851,0.02397900978721266,0.2419,1.0048220102417216,-0.009021125174712543,57.8775386,5787.75386,-586.5285764217842,0.022340557571876894,0.06055300000000011,9.1,1.3639999999999999,4.3764,21.0,0.0,0.0,21.0,0.0,77.4393,0.036050327299883854,1.4222929999999998,-0.0006787642453433829
30.0,28.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039352456320372944,11.807288137322482,0.023978904440533303,0.2436,1.004821874022542,-0.008995519106944854,57.90602259999999,5790.60226,-580.8748044409523,0.02221340816142697,0.06006000000000011,9.120000000000001,1.344,4.378,21.0,0.0,0.0,21.0,0.0,77.3746,0.03581650746946936,1.404732,-0.0006671992803231538
29.0,28.0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039470282371000965,11.954023204421299,0.02397881148758085,0.24509999999999998,1.0048217378131143,-0.008965161481523945,57.934506600000006,5793.4506599999995,-575.4633238124518,0.02207306680665291,0.059513000000000114,9.14,1.3224,4.3796,21.0,0.0,0.0,21.0,0.0,77.3099,0.035560644611559715,1.385877,-0.0006549039856404131
28.0,28.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039571663411961016,12.114065585518416,0.02397873092835556,0.24640000000000004,1.0048216016134366,-0.008930002728436444,57.9629906,5796.299059999999,-570.2732215116599,0.021919320221779268,0.05891200000000013,9.16,1.2992000000000001,4.3812,21.0,0.0,0.0,21.0,0.0,77.24520000000001,0.035282156227941765,1.365728,-0.0006418872347693835
27.0,28.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003965673324458401,12.288673360547717,0.023978662762857043,0.24750000000000005,1.004821465423508,-0.008889984349931036,57.991474600000004,5799.14746,-565.2845613287778,0.021751924439048366,0.05825700000000012,9.18,1.2744000000000002,4.3828000000000005,21.0,0.0,0.0,21.0,0.0,77.1805,0.03498039759085554,1.3442850000000002,-0.0006281578713649271
26.0,28.0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003972560431811612,12.47930011067408,0.023978606991085765,0.24840000000000004,1.0048213292433283,-0.008845038300140422,58.0199586,5801.995859999999,-560.4781580286409,0.021570602184045495,0.05754800000000013,9.200000000000001,1.2480000000000002,4.3844,21.0,0.0,0.0,21.0,0.0,77.11580000000001,0.034654654964546436,1.3215480000000002,-0.0006137247102648638
25.0,28.0,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039778368417846075,12.6876328034154,0.0239785636130412,0.2491,1.0048211930728952,-0.008795086235499185,58.0484426,5804.84426,-555.83535887954,0.021375039781273447,0.05678500000000011,9.219999999999999,1.22,4.386,21.0,0.0,0.0,21.0,0.0,77.0511,0.034304137644048625,1.297517,-0.0005985965384853794
24.0,28.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003981509721643915,12.915639051004536,0.02397853262872379,0.24960000000000002,1.0048210569122078,-0.008740038613804516,58.07692659999999,5807.69266,-551.3378272405653,0.021164883505429624,0.05596800000000013,9.24,1.1904,4.387600000000001,21.0,0.0,0.0,21.0,0.0,76.9864,0.033927968566567115,1.2721920000000004,-0.0005827821162187972
23.0,28.0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039835842696470045,13.165626564087713,0.023978514038133367,0.2499,1.0048209207612664,-0.008679793613732934,58.1054106,5810.54106,-546.9673227319101,0.020939735272905102,0.055097000000000125,9.260000000000002,1.1592000000000002,4.389200000000001,21.0,0.0,0.0,21.0,0.0,76.9217,0.033525173186472475,1.2455730000000003,-0.0005662901778263306
22.0,28.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003984063745019917,13.44031864106934,0.02397850784126981,0.25,1.0048207846200676,-0.008614235838824499,58.1338946,5813.38946,-542.7054720817832,0.020699147541207035,0.05417200000000012,9.280000000000001,1.1264,4.3908000000000005,21.0,0.0,0.0,21.0,0.0,76.857,0.03309466622040941,1.2176600000000002,-0.0005491294328302167
