Fe,Co,Ni,V,Mo,Cr,Cu,Mn,C,W,Ta,Nb,Al,Ti,Si,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model
84.0,9.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0.002040033712668603,10.645334433491577,0.02398996584186671,0.0651,1.0048266475038348,-0.004567047748430201,56.32232555,5632.232555,-1097.3896587304605,0.016283668726084867,0.029358000000000026,8.229999999999999,0.7728,4.3011,21.0,0.0,0.0,21.0,0.0,80.6081,0.026139260973529515,0.7746269999999995,-0.0003709842515373686
83.0,9.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0.002168957461824494,10.341909634583894,0.02398943910846986,0.0736,1.0048265109524486,-0.004767471630891941,56.35080955000001,5635.080955,-1013.4120132761483,0.016930390635136523,0.03134700000000003,8.250000000000002,0.83,4.302700000000001,21.0,0.0,0.0,21.0,0.0,80.5434,0.027019481380126782,0.8204419999999994,-0.00039704567010335166
82.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022878068624597185,10.072231392502406,0.0239889247688,0.08189999999999999,1.0048263744108508,-0.004956474067990693,56.37929355000001,5637.929355,-946.9654227878262,0.017535142000546598,0.03328200000000003,8.270000000000001,0.8855999999999999,4.3043000000000005,21.0,0.0,0.0,21.0,0.0,80.47869999999999,0.027851405597677587,0.8649629999999994,-0.00042229796496322074
81.0,9.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0.002398081534772156,9.831164394199215,0.023988422822857115,0.09000000000000001,1.0048262378790411,-0.00513520569747535,56.407777550000006,5640.777755,-892.9557835283107,0.018102186010229497,0.03516300000000004,8.29,0.9396000000000002,4.3059,21.0,0.0,0.0,21.0,0.0,80.41399999999999,0.028639143171866277,0.9081899999999997,-0.00044674528525032176
80.0,9.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025009172483673133,9.61455663084025,0.023987933270641224,0.09790000000000001,1.004826101357019,-0.0053045829687394476,56.436261550000005,5643.626155000001,-848.1108182191131,0.018635019666768806,0.03699000000000004,8.31,0.992,4.3075,21.0,0.0,0.0,21.0,0.0,80.34929999999999,0.02938615027503351,0.9501229999999996,-0.0004703917113484486
79.0,9.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0.002597198978464168,9.419032659558718,0.023987456112152316,0.1056,1.0048259648447815,-0.005465352335832354,56.46474555,5646.474555000001,-810.228878016383,0.019136553715891333,0.03876300000000004,8.33,1.0428,4.3091,21.0,0.0,0.0,21.0,0.0,80.2846,0.03009536434815043,0.9907619999999995,-0.0004932412553373235
78.0,9.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0.002687632337696855,9.241828612538113,0.023986991347390522,0.1131,1.0048258283423288,-0.005618132895159947,56.49322955,5649.322955,-777.7719783590749,0.019609241353814717,0.040482000000000046,8.35,1.092,4.310700000000001,21.0,0.0,0.0,21.0,0.0,80.2199,0.030769304795940994,1.0301069999999997,-0.000515297861424251
77.0,9.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0.002772790726050383,9.08066392275888,0.023986538976355557,0.12040000000000001,1.00482569184966,-0.0057634458211739395,56.52171355,5652.1713549999995,-749.6318481987072,0.0200551725052569,0.04214700000000005,8.37,1.1396000000000002,4.3123000000000005,21.0,0.0,0.0,21.0,0.0,80.1552,0.03141014965003536,1.0681579999999997,-0.0005365654063656002
76.0,9.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0.002853147594303993,8.933642365869918,0.02398609899904751,0.1275,1.004825555366774,-0.005901735345006003,56.55019755,5655.019755,-724.9887265113775,0.020476144315679304,0.04375800000000005,8.39,1.1856,4.3139,21.0,0.0,0.0,21.0,0.0,80.09049999999999,0.03201979486104402,1.1049149999999996,-0.0005570476998747447
75.0,9.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029290991977986,8.799175679799264,0.02398567141546665,0.1344,1.0048254188936687,-0.006033384110239483,56.57868155,5657.868155,-703.222593314969,0.020873714814243122,0.045315000000000064,8.41,1.23,4.3155,21.0,0.0,0.0,21.0,0.0,80.02579999999999,0.03259990080028966,1.1403779999999994,-0.0005767484850190095
74.0,9.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030009810611158058,8.675924347604951,0.023985256225612667,0.1411,1.004825282430343,-0.006158724671019611,56.607165550000005,5660.716555,-683.8553987975864,0.021249244417303616,0.04681800000000006,8.43,1.2728,4.3171,21.0,0.0,0.0,21.0,0.0,79.96109999999999,0.03315192918747955,1.1745469999999993,-0.0005956714386047904
73.0,9.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003069080158539433,8.562751394033862,0.023984853429485628,0.14759999999999998,1.0048251459767972,-0.006278048271533985,56.63564955,5663.564955,-666.5123294288885,0.02160392848188855,0.04826700000000006,8.45,1.3139999999999998,4.3187,21.0,0.0,0.0,21.0,0.0,79.8964,0.03367717274483988,1.2074219999999993,-0.0006138201715510973
72.0,9.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003133644100316796,8.458686075170236,0.023984463027085724,0.1539,1.0048250095330293,-0.006391611664517704,56.66413355,5666.413355000001,-650.8951562659862,0.021938823161447702,0.049662000000000074,8.469999999999999,1.3536000000000001,4.3203,21.0,0.0,0.0,21.0,0.0,79.8317,0.034176779250882035,1.2390029999999996,-0.0006311982292506631
71.0,9.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031948881789138016,8.362895128521627,0.023984085018412628,0.15999999999999998,1.004824873099038,-0.006499642486219554,56.69261755,5669.2617549999995,-636.7634747324181,0.022254866174203188,0.05100300000000007,8.489999999999998,1.3916,4.3219,21.0,0.0,0.0,21.0,0.0,79.767,0.03465177122916065,1.2692899999999996,-0.000647809091921291
70.0,9.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003253000855269751,8.274659839275856,0.023983719403466646,0.1659,1.0048247366748229,-0.0066023435494697,56.72110155000001,5672.110155,-623.9212306218325,0.022552893654893918,0.05229000000000007,8.510000000000002,1.428,4.323500000000001,21.0,0.0,0.0,21.0,0.0,79.70230000000001,0.035103062196688316,1.2982829999999996,-0.0006636561749441394
69.0,9.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033081480877188547,8.19335761355407,0.023983366182247563,0.17159999999999997,1.004824600260382,-0.006699896312815851,56.749585550000006,5674.958554999999,-612.206867482147,0.02283365395412967,0.05352300000000008,8.530000000000001,1.4627999999999999,4.325100000000001,21.0,0.0,0.0,21.0,0.0,79.6376,0.03553147017279239,1.3259819999999993,-0.0006787428291905543
68.0,9.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033604767887088645,8.11844707058835,0.02398302535475548,0.1771,1.0048244638557142,-0.0067924637131161324,56.778069550000005,5677.806955,-601.4860050947306,0.023097819032086082,0.054702000000000084,8.55,1.496,4.326700000000001,21.0,0.0,0.0,21.0,0.0,79.5729,0.03593772898560281,1.3523869999999996,-0.0006930723413391352
67.0,9.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0.003410117614829568,8.049455903260036,0.0239826969209905,0.1824,1.0048243274608197,-0.006880192499941266,56.806553550000004,5680.655355,-591.6459191922445,0.023345993936616866,0.05582700000000008,8.57,1.5276,4.3283000000000005,21.0,0.0,0.0,21.0,0.0,79.5082,0.03632249779227432,1.3774979999999994,-0.0007066479341797972
