epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.8370133638381958,1.1654590368270874,0.77398282289505,0.9629983305931091
1,0.7385878562927246,0.9054927229881287,0.7144291996955872,0.8483856320381165
2,0.6775323748588562,0.7950997352600098,0.6624768972396851,0.7657936811447144
3,0.6185761094093323,0.7006760239601135,0.6065768003463745,0.6738924980163574
4,0.5540183186531067,0.6002272367477417,0.5415641069412231,0.5761798620223999
5,0.4848559498786926,0.49747705459594727,0.4744415879249573,0.4862558841705322
6,0.42188429832458496,0.41527214646339417,0.4139133393764496,0.41515597701072693
7,0.3670326769351959,0.35128238797187805,0.36975714564323425,0.36294057965278625
8,0.3243590295314789,0.3047473430633545,0.33526498079299927,0.3296232521533966
9,0.2931419312953949,0.2743240296840668,0.3104458153247833,0.30546092987060547
10,0.27075693011283875,0.2546311020851135,0.2938838601112366,0.290274977684021
11,0.25649493932724,0.24250584840774536,0.28198209404945374,0.2803271412849426
12,0.24557174742221832,0.23329904675483704,0.27363333106040955,0.27344226837158203
13,0.23885558545589447,0.22744953632354736,0.2682126462459564,0.2699308693408966
14,0.2325156182050705,0.2225242257118225,0.26317083835601807,0.26307788491249084
15,0.22634698450565338,0.216704323887825,0.2582114338874817,0.25591686367988586
16,0.22091153264045715,0.21152372658252716,0.25140199065208435,0.25147804617881775
17,0.21635206043720245,0.2067154347896576,0.24837630987167358,0.2431986778974533
18,0.2118651270866394,0.2019863873720169,0.2425004243850708,0.24058830738067627
19,0.20721368491649628,0.19867727160453796,0.23823943734169006,0.235232874751091
20,0.20343807339668274,0.19555725157260895,0.2351800799369812,0.23299314081668854
21,0.20029833912849426,0.1920749694108963,0.22996392846107483,0.22524113953113556
22,0.19603049755096436,0.1888657659292221,0.2269502431154251,0.22177548706531525
23,0.19369299709796906,0.18645471334457397,0.22406496107578278,0.22002668678760529
24,0.19019228219985962,0.1832064390182495,0.2210097759962082,0.21458499133586884
25,0.1877449005842209,0.1802285760641098,0.21803465485572815,0.2111693173646927
26,0.18602457642555237,0.17736312747001648,0.21538512408733368,0.20775817334651947
27,0.1840260922908783,0.1745651662349701,0.21426056325435638,0.20461508631706238
28,0.18073749542236328,0.17240162193775177,0.2102004438638687,0.20206104218959808
29,0.17918747663497925,0.1702340543270111,0.20872198045253754,0.20007653534412384
30,0.1762154996395111,0.16797982156276703,0.20628312230110168,0.19691763818264008
31,0.17304730415344238,0.16552190482616425,0.20350435376167297,0.1954338401556015
32,0.17082051932811737,0.16347740590572357,0.20195065438747406,0.19210760295391083
33,0.17030954360961914,0.1611611247062683,0.2004278153181076,0.18926943838596344
34,0.16815918684005737,0.1594611555337906,0.19744892418384552,0.18754372000694275
35,0.16582436859607697,0.15796954929828644,0.1942872405052185,0.18377088010311127
36,0.16430407762527466,0.15569116175174713,0.19467438757419586,0.18279683589935303
37,0.16296449303627014,0.15463663637638092,0.19317929446697235,0.17990998923778534
38,0.16162273287773132,0.15296564996242523,0.18904656171798706,0.17752684652805328
39,0.1588476300239563,0.1510506421327591,0.18693257868289948,0.17626698315143585
40,0.1573481261730194,0.1496845930814743,0.18437522649765015,0.1748540997505188
41,0.1560007929801941,0.14853715896606445,0.18456730246543884,0.17438171803951263
42,0.15458142757415771,0.1474350541830063,0.18072573840618134,0.1712384968996048
43,0.15248964726924896,0.14573000371456146,0.17939768731594086,0.17016816139221191
44,0.15104995667934418,0.14487452805042267,0.17759178578853607,0.16846416890621185
45,0.1504792869091034,0.14316430687904358,0.17727726697921753,0.16793467104434967
46,0.148768812417984,0.1423075646162033,0.17333190143108368,0.16428369283676147
47,0.14734487235546112,0.140853613615036,0.17243055999279022,0.16288523375988007
48,0.1457338184118271,0.13938705623149872,0.1712915003299713,0.16255269944667816
49,0.14488668739795685,0.13867206871509552,0.16925793886184692,0.1595613956451416
50,0.144145205616951,0.1375141590833664,0.16707158088684082,0.15824541449546814
51,0.14241214096546173,0.13656075298786163,0.16659767925739288,0.15701308846473694
52,0.14202602207660675,0.13575445115566254,0.1663934588432312,0.15508557856082916
53,0.14171932637691498,0.13468629121780396,0.16563893854618073,0.15446342527866364
54,0.14270587265491486,0.13396359980106354,0.1653050035238266,0.15385131537914276
55,0.14026300609111786,0.13333545625209808,0.16320689022541046,0.15130676329135895
56,0.13861951231956482,0.13152579963207245,0.16282056272029877,0.1512252390384674
57,0.13798470795154572,0.13071595132350922,0.1614038199186325,0.14941275119781494
58,0.13740107417106628,0.13012932240962982,0.16168057918548584,0.1478208750486374
59,0.13730233907699585,0.12867575883865356,0.1601015329360962,0.14733879268169403
60,0.13620217144489288,0.12855885922908783,0.1610175520181656,0.14569056034088135
